variacion_pct_2017_2024;causa_principal_2024;pct_causa_principal_2024;pct_hombres_2024;pct_causa_consumo_spa;proyeccion_2048_lineal
9,9;Conflictos de convivencia o violencia con familiares o personas con las que vivía;38,9;90,4;30,0;13004
