localidad,edad,sexo,causa_inicio,causa_persistencia,consume_cigarrillo,consume_basuco,consume_marihuana,consume_alcohol,consume_inhalantes,consume_pepas,consume_cocaina,consume_heroina,causa_inicio_texto,causa_persistencia_texto
,42,Hombre,1.0,1.0,No,Sí,Sí,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
Santa Fe,19,Hombre,8.0,1.0,Sí,Sí,Sí,No,No,No,No,No,Por decisión propia,Consumo de sustancias psicoactivas
Puente Aranda,38,Hombre,1.0,11.0,Sí,No,No,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Ausencia de redes de apoyo adecuadas
,50,Hombre,1.0,11.0,Sí,Sí,Sí,Sí,Sí,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Ausencia de redes de apoyo adecuadas
,50,Hombre,1.0,11.0,No,No,No,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Ausencia de redes de apoyo adecuadas
,42,Mujer,1.0,2.0,Sí,Sí,Sí,Sí,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Por decisión propia
,41,Mujer,1.0,6.0,Sí,Sí,Sí,Sí,Sí,No,No,Sí,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Conflictos o dificultades familiares
,54,Hombre,2.0,11.0,Sí,No,No,Sí,No,No,Sí,No,Un problema de salud físico o mental,Ausencia de redes de apoyo adecuadas
,45,Hombre,11.0,5.0,Sí,No,Sí,Sí,No,No,Sí,No,Por ser víctima o desplazado del conflicto armado,Falta de trabajo
,33,Hombre,5.0,1.0,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
,45,Hombre,8.0,2.0,No,No,No,No,No,No,No,No,Por decisión propia,Por decisión propia
,43,Hombre,5.0,2.0,Sí,Sí,Sí,Sí,Sí,Sí,No,No,Consumo de sustancias psicoactivas,Por decisión propia
,47,Hombre,5.0,2.0,Sí,No,No,No,No,No,No,No,Consumo de sustancias psicoactivas,Por decisión propia
,32,Hombre,5.0,1.0,Sí,No,Sí,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
,45,Mujer,5.0,1.0,No,Sí,No,Sí,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
,55,Hombre,8.0,5.0,No,No,No,Sí,No,No,No,No,Por decisión propia,Falta de trabajo
,69,Hombre,1.0,11.0,No,No,Sí,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Ausencia de redes de apoyo adecuadas
Santa Fe,32,Hombre,1.0,1.0,No,No,Sí,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
,29,Mujer,7.0,5.0,No,No,No,No,No,No,No,No,Abuso sexual,Falta de trabajo
Santa Fe,38,Hombre,5.0,5.0,Sí,No,Sí,No,No,No,No,No,Consumo de sustancias psicoactivas,Falta de trabajo
Santa Fe,55,Hombre,1.0,1.0,No,Sí,No,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
,36,Hombre,5.0,1.0,Sí,No,No,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
,44,Hombre,1.0,5.0,Sí,Sí,No,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Falta de trabajo
,29,Hombre,8.0,2.0,No,No,Sí,Sí,No,Sí,No,No,Por decisión propia,Por decisión propia
,36,Hombre,1.0,1.0,No,Sí,Sí,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
Santa Fe,45,Hombre,5.0,1.0,Sí,Sí,Sí,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
,49,Hombre,5.0,11.0,Sí,Sí,No,Sí,Sí,No,No,No,Consumo de sustancias psicoactivas,Ausencia de redes de apoyo adecuadas
,48,Hombre,12.0,5.0,No,No,Sí,No,No,No,Sí,No,Otra,Falta de trabajo
,62,Hombre,12.0,6.0,Sí,Sí,No,No,No,No,No,No,Otra,Conflictos o dificultades familiares
,36,Hombre,5.0,1.0,Sí,Sí,Sí,Sí,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
,32,Hombre,5.0,10.0,Sí,Sí,No,Sí,No,No,No,No,Consumo de sustancias psicoactivas,Por discriminación
,39,Hombre,5.0,1.0,No,Sí,No,No,Sí,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
,38,Hombre,1.0,11.0,Sí,Sí,Sí,Sí,No,Sí,Sí,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Ausencia de redes de apoyo adecuadas
,43,Hombre,5.0,2.0,Sí,Sí,Sí,Sí,No,Sí,No,No,Consumo de sustancias psicoactivas,Por decisión propia
,61,Hombre,9.0,11.0,Sí,No,No,No,No,No,No,No,Pérdida de redes de apoyo,Ausencia de redes de apoyo adecuadas
,65,Hombre,9.0,11.0,Sí,No,No,No,No,No,No,No,Pérdida de redes de apoyo,Ausencia de redes de apoyo adecuadas
,35,Mujer,9.0,5.0,Sí,No,No,No,No,No,No,No,Pérdida de redes de apoyo,Falta de trabajo
Santa Fe,33,Hombre,1.0,1.0,Sí,Sí,No,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
,32,Hombre,6.0,2.0,Sí,Sí,Sí,No,No,No,No,No,Por discriminación,Por decisión propia
,49,Hombre,1.0,11.0,Sí,Sí,Sí,Sí,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Ausencia de redes de apoyo adecuadas
Santa Fe,23,Mujer,9.0,11.0,Sí,Sí,Sí,Sí,No,No,No,No,Pérdida de redes de apoyo,Ausencia de redes de apoyo adecuadas
Santa Fe,39,Hombre,5.0,2.0,Sí,Sí,Sí,Sí,No,No,No,No,Consumo de sustancias psicoactivas,Por decisión propia
,59,Mujer,3.0,5.0,No,No,No,No,No,No,No,No,Pérdida de fuente de ingresos suya o de su hogar,Falta de trabajo
,67,Mujer,9.0,5.0,Sí,No,No,No,No,No,No,No,Pérdida de redes de apoyo,Falta de trabajo
,57,Hombre,5.0,1.0,No,Sí,Sí,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
,34,Hombre,5.0,1.0,No,Sí,No,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
,30,Hombre,12.0,11.0,Sí,No,No,No,No,No,No,No,Otra,Ausencia de redes de apoyo adecuadas
,43,Hombre,5.0,1.0,Sí,Sí,Sí,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
,54,Hombre,5.0,8.0,No,No,No,No,No,No,No,No,Consumo de sustancias psicoactivas,Siempre ha sido persona habitante de calle
,29,Hombre,8.0,5.0,Sí,No,Sí,No,No,No,No,No,Por decisión propia,Falta de trabajo
,59,Hombre,1.0,2.0,Sí,Sí,Sí,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Por decisión propia
,56,Hombre,8.0,2.0,Sí,Sí,Sí,No,No,No,No,No,Por decisión propia,Por decisión propia
,31,Hombre,3.0,5.0,No,No,Sí,No,No,No,No,No,Pérdida de fuente de ingresos suya o de su hogar,Falta de trabajo
,41,Mujer,1.0,1.0,Sí,Sí,Sí,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
,29,Mujer,1.0,6.0,No,No,No,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Conflictos o dificultades familiares
,33,Hombre,9.0,2.0,Sí,Sí,Sí,Sí,No,No,No,No,Pérdida de redes de apoyo,Por decisión propia
,29,Hombre,5.0,2.0,Sí,No,No,No,No,No,Sí,No,Consumo de sustancias psicoactivas,Por decisión propia
Santa Fe,39,Hombre,8.0,,,,,,,,,,Por decisión propia,
,41,Hombre,1.0,1.0,No,Sí,Sí,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
,45,Mujer,1.0,1.0,No,No,No,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
,41,Hombre,5.0,1.0,Sí,Sí,Sí,Sí,No,Sí,Sí,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
,65,Hombre,1.0,6.0,No,No,No,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Conflictos o dificultades familiares
,51,Mujer,3.0,5.0,No,No,No,No,No,No,No,No,Pérdida de fuente de ingresos suya o de su hogar,Falta de trabajo
,60,Intersexual,1.0,1.0,Sí,No,No,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
,51,Mujer,9.0,2.0,Sí,No,No,No,No,No,No,No,Pérdida de redes de apoyo,Por decisión propia
,57,Mujer,5.0,1.0,No,No,No,Sí,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
,75 años o más,Mujer,1.0,2.0,No,No,No,Sí,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Por decisión propia
,57,Mujer,3.0,2.0,Sí,No,No,Sí,No,No,No,No,Pérdida de fuente de ingresos suya o de su hogar,Por decisión propia
,75 años o más,Mujer,3.0,2.0,Sí,No,No,No,No,No,No,No,Pérdida de fuente de ingresos suya o de su hogar,Por decisión propia
,47,Hombre,5.0,1.0,Sí,Sí,Sí,Sí,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
,29,Hombre,9.0,5.0,Sí,No,Sí,Sí,No,No,No,No,Pérdida de redes de apoyo,Falta de trabajo
,59,Mujer,9.0,6.0,Sí,Sí,Sí,No,No,No,No,No,Pérdida de redes de apoyo,Conflictos o dificultades familiares
,35,Hombre,5.0,1.0,Sí,Sí,No,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
,65,Hombre,1.0,1.0,No,No,No,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
,46,Hombre,1.0,2.0,Sí,No,No,No,No,No,Sí,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Por decisión propia
,48,Hombre,8.0,5.0,No,No,No,No,No,No,No,No,Por decisión propia,Falta de trabajo
,68,Hombre,8.0,5.0,Sí,No,No,No,No,No,No,No,Por decisión propia,Falta de trabajo
,50,Hombre,6.0,10.0,No,No,No,No,No,No,No,No,Por discriminación,Por discriminación
,32,Hombre,2.0,5.0,Sí,No,Sí,No,No,No,No,No,Un problema de salud físico o mental,Falta de trabajo
,44,Hombre,3.0,5.0,No,No,No,No,No,No,No,No,Pérdida de fuente de ingresos suya o de su hogar,Falta de trabajo
,44,Hombre,1.0,2.0,Sí,Sí,Sí,Sí,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Por decisión propia
Puente Aranda,43,Hombre,6.0,5.0,Sí,No,No,No,No,No,No,No,Por discriminación,Falta de trabajo
,39,Hombre,8.0,2.0,Sí,No,Sí,No,No,No,No,No,Por decisión propia,Por decisión propia
,33,Hombre,6.0,1.0,No,Sí,Sí,No,No,No,No,No,Por discriminación,Consumo de sustancias psicoactivas
,49,Mujer,1.0,2.0,No,No,No,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Por decisión propia
,33,Mujer,5.0,1.0,Sí,No,No,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
,49,Mujer,7.0,3.0,No,No,No,No,No,No,No,No,Abuso sexual,Amenaza o riesgo para su vida o integridad física
,50,Mujer,5.0,4.0,No,No,No,No,No,No,No,No,Consumo de sustancias psicoactivas,Influencia de otras personas
,59,Hombre,5.0,12.0,No,No,No,No,No,No,No,No,Consumo de sustancias psicoactivas,Otra
,41,Mujer,7.0,1.0,No,Sí,No,No,No,No,No,No,Abuso sexual,Consumo de sustancias psicoactivas
,58,Mujer,7.0,7.0,No,No,No,No,No,No,No,No,Abuso sexual,Abuso sexual
,64,Hombre,12.0,5.0,No,No,No,No,No,No,No,No,Otra,Falta de trabajo
,75 años o más,Mujer,3.0,4.0,No,No,No,No,No,No,No,No,Pérdida de fuente de ingresos suya o de su hogar,Influencia de otras personas
,70,Mujer,12.0,12.0,No,No,No,No,No,No,No,No,Otra,Otra
Santa Fe,28,Hombre,5.0,1.0,Sí,Sí,Sí,Sí,Sí,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
,61,Mujer,12.0,11.0,No,No,No,No,No,No,No,No,Otra,Ausencia de redes de apoyo adecuadas
,49,Hombre,12.0,1.0,Sí,Sí,Sí,No,No,No,No,No,Otra,Consumo de sustancias psicoactivas
,36,Hombre,1.0,11.0,Sí,Sí,No,Sí,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Ausencia de redes de apoyo adecuadas
,30,Hombre,12.0,2.0,Sí,Sí,No,Sí,No,No,No,No,Otra,Por decisión propia
,44,Hombre,6.0,11.0,No,No,No,No,No,No,No,No,Por discriminación,Ausencia de redes de apoyo adecuadas
Santa Fe,28,Hombre,8.0,5.0,Sí,No,Sí,Sí,No,No,No,No,Por decisión propia,Falta de trabajo
,61,Hombre,1.0,2.0,No,No,No,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Por decisión propia
,37,Hombre,5.0,1.0,No,No,No,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
,65,Hombre,1.0,2.0,No,No,No,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Por decisión propia
,61,Hombre,5.0,2.0,No,No,Sí,No,No,No,No,No,Consumo de sustancias psicoactivas,Por decisión propia
,49,Hombre,1.0,2.0,No,Sí,No,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Por decisión propia
,50,Hombre,5.0,1.0,No,No,Sí,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
,59,Mujer,8.0,2.0,Sí,Sí,Sí,No,No,No,No,No,Por decisión propia,Por decisión propia
,42,Hombre,1.0,6.0,No,Sí,Sí,Sí,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Conflictos o dificultades familiares
,70,Hombre,12.0,2.0,No,No,No,No,No,No,No,No,Otra,Por decisión propia
,57,Hombre,12.0,1.0,Sí,No,No,No,No,No,No,No,Otra,Consumo de sustancias psicoactivas
,41,Hombre,1.0,1.0,Sí,No,No,Sí,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
,44,Hombre,12.0,2.0,No,No,No,No,No,No,No,No,Otra,Por decisión propia
,31,Mujer,3.0,1.0,Sí,No,No,No,No,No,No,No,Pérdida de fuente de ingresos suya o de su hogar,Consumo de sustancias psicoactivas
,32,Intersexual,2.0,12.0,No,No,No,No,No,No,No,No,Un problema de salud físico o mental,Otra
Santa Fe,67,Hombre,5.0,1.0,Sí,Sí,No,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
,68,Hombre,1.0,2.0,Sí,No,No,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Por decisión propia
,56,Hombre,8.0,2.0,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Por decisión propia,Por decisión propia
Santa Fe,29,Hombre,5.0,2.0,Sí,Sí,Sí,Sí,No,No,Sí,Sí,Consumo de sustancias psicoactivas,Por decisión propia
,62,Hombre,3.0,10.0,Sí,Sí,Sí,No,No,No,No,No,Pérdida de fuente de ingresos suya o de su hogar,Por discriminación
,56,Hombre,5.0,1.0,Sí,Sí,Sí,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
,42,Hombre,5.0,1.0,Sí,Sí,Sí,Sí,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
,63,Hombre,1.0,1.0,No,No,Sí,Sí,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
,72,Hombre,2.0,5.0,No,No,No,No,No,No,No,No,Un problema de salud físico o mental,Falta de trabajo
,44,Hombre,1.0,6.0,Sí,No,No,No,No,No,Sí,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Conflictos o dificultades familiares
,68,Hombre,1.0,2.0,Sí,Sí,No,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Por decisión propia
,42,Hombre,5.0,1.0,Sí,Sí,Sí,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
Santa Fe,52,Hombre,1.0,5.0,No,No,No,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Falta de trabajo
Santa Fe,70,Hombre,1.0,1.0,No,No,Sí,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
,30,Hombre,9.0,1.0,Sí,Sí,Sí,Sí,No,No,No,No,Pérdida de redes de apoyo,Consumo de sustancias psicoactivas
,55,Hombre,3.0,5.0,Sí,Sí,No,Sí,No,No,No,No,Pérdida de fuente de ingresos suya o de su hogar,Falta de trabajo
,66,Hombre,9.0,11.0,No,No,No,No,No,No,No,No,Pérdida de redes de apoyo,Ausencia de redes de apoyo adecuadas
,52,Hombre,9.0,12.0,No,No,No,No,No,No,No,No,Pérdida de redes de apoyo,Otra
,49,Hombre,5.0,2.0,Sí,Sí,Sí,Sí,No,No,No,No,Consumo de sustancias psicoactivas,Por decisión propia
,66,Hombre,9.0,2.0,Sí,Sí,Sí,No,No,No,No,No,Pérdida de redes de apoyo,Por decisión propia
,50,Hombre,3.0,11.0,No,No,No,No,No,No,No,No,Pérdida de fuente de ingresos suya o de su hogar,Ausencia de redes de apoyo adecuadas
,65,Hombre,1.0,2.0,Sí,Sí,Sí,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Por decisión propia
,56,Hombre,5.0,2.0,No,Sí,No,No,No,No,No,No,Consumo de sustancias psicoactivas,Por decisión propia
,33,Hombre,11.0,5.0,No,Sí,Sí,No,No,No,No,No,Por ser víctima o desplazado del conflicto armado,Falta de trabajo
,43,Hombre,9.0,5.0,No,No,No,Sí,No,No,Sí,No,Pérdida de redes de apoyo,Falta de trabajo
,64,Mujer,1.0,2.0,No,No,No,Sí,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Por decisión propia
,32,Hombre,5.0,11.0,Sí,No,Sí,No,No,No,No,No,Consumo de sustancias psicoactivas,Ausencia de redes de apoyo adecuadas
,60,Mujer,5.0,1.0,Sí,Sí,Sí,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
,31,Hombre,3.0,5.0,Sí,No,No,No,No,No,No,No,Pérdida de fuente de ingresos suya o de su hogar,Falta de trabajo
,52,Hombre,5.0,1.0,No,No,No,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
Puente Aranda,45,Hombre,1.0,4.0,Sí,No,No,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Influencia de otras personas
,30,Hombre,5.0,1.0,Sí,No,Sí,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
,41,Hombre,1.0,1.0,Sí,Sí,Sí,Sí,No,No,No,Sí,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
,36,Hombre,1.0,2.0,Sí,No,No,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Por decisión propia
,52,Hombre,3.0,5.0,No,No,No,No,No,No,No,No,Pérdida de fuente de ingresos suya o de su hogar,Falta de trabajo
,30,Hombre,5.0,11.0,No,No,No,No,No,No,No,No,Consumo de sustancias psicoactivas,Ausencia de redes de apoyo adecuadas
,49,Hombre,5.0,6.0,No,No,No,No,No,No,No,No,Consumo de sustancias psicoactivas,Conflictos o dificultades familiares
,33,Hombre,1.0,6.0,Sí,No,No,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Conflictos o dificultades familiares
,52,Hombre,5.0,1.0,Sí,No,No,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
,33,Hombre,1.0,2.0,Sí,No,No,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Por decisión propia
Santa Fe,33,Hombre,12.0,1.0,No,Sí,No,No,No,No,No,No,Otra,Consumo de sustancias psicoactivas
,29,Hombre,5.0,1.0,Sí,Sí,Sí,Sí,No,No,Sí,Sí,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
,64,Hombre,5.0,5.0,Sí,Sí,No,No,No,No,No,No,Consumo de sustancias psicoactivas,Falta de trabajo
,56,Mujer,9.0,1.0,Sí,Sí,No,Sí,No,No,No,No,Pérdida de redes de apoyo,Consumo de sustancias psicoactivas
,49,Hombre,5.0,1.0,Sí,Sí,Sí,No,Sí,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
,36,Hombre,5.0,1.0,Sí,Sí,Sí,No,No,Sí,Sí,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
,38,Hombre,3.0,2.0,Sí,No,No,No,No,No,No,No,Pérdida de fuente de ingresos suya o de su hogar,Por decisión propia
,35,Hombre,5.0,1.0,No,Sí,Sí,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
,59,Hombre,5.0,1.0,No,No,No,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
,64,Hombre,5.0,1.0,No,No,No,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
,39,Hombre,5.0,1.0,No,No,No,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
,44,Mujer,5.0,1.0,No,No,No,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
,43,Hombre,5.0,1.0,Sí,Sí,Sí,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
,64,Hombre,5.0,2.0,Sí,Sí,No,Sí,No,No,No,No,Consumo de sustancias psicoactivas,Por decisión propia
,74,Hombre,9.0,6.0,Sí,Sí,Sí,No,No,No,No,No,Pérdida de redes de apoyo,Conflictos o dificultades familiares
,58,Hombre,1.0,12.0,No,No,No,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Otra
,49,Hombre,3.0,12.0,Sí,No,No,No,No,No,No,No,Pérdida de fuente de ingresos suya o de su hogar,Otra
,50,Hombre,1.0,12.0,No,No,No,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Otra
,68,Hombre,12.0,12.0,No,No,No,No,No,No,No,No,Otra,Otra
,42,Hombre,1.0,12.0,Sí,No,No,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Otra
,54,Hombre,9.0,11.0,Sí,No,No,No,No,No,No,No,Pérdida de redes de apoyo,Ausencia de redes de apoyo adecuadas
,54,Mujer,2.0,2.0,No,No,No,No,No,No,No,No,Un problema de salud físico o mental,Por decisión propia
Santa Fe,32,Hombre,5.0,2.0,Sí,Sí,No,No,No,No,No,No,Consumo de sustancias psicoactivas,Por decisión propia
Puente Aranda,36,Hombre,1.0,1.0,Sí,Sí,Sí,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
Puente Aranda,71,Hombre,9.0,2.0,Sí,No,Sí,No,No,No,No,No,Pérdida de redes de apoyo,Por decisión propia
Puente Aranda,44,Hombre,1.0,5.0,Sí,Sí,Sí,Sí,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Falta de trabajo
,43,Hombre,8.0,2.0,Sí,No,Sí,No,No,No,No,No,Por decisión propia,Por decisión propia
Santa Fe,59,Hombre,12.0,12.0,No,No,No,Sí,No,No,No,No,Otra,Otra
Santa Fe,33,Hombre,9.0,5.0,No,No,Sí,No,No,No,No,No,Pérdida de redes de apoyo,Falta de trabajo
Santa Fe,46,Mujer,5.0,1.0,Sí,Sí,Sí,Sí,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
,62,Hombre,1.0,11.0,Sí,No,No,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Ausencia de redes de apoyo adecuadas
,33,Hombre,5.0,11.0,Sí,Sí,Sí,Sí,Sí,No,No,No,Consumo de sustancias psicoactivas,Ausencia de redes de apoyo adecuadas
,61,Hombre,5.0,11.0,Sí,Sí,No,No,No,No,No,No,Consumo de sustancias psicoactivas,Ausencia de redes de apoyo adecuadas
,41,Hombre,9.0,11.0,No,No,Sí,Sí,No,No,No,No,Pérdida de redes de apoyo,Ausencia de redes de apoyo adecuadas
,31,Hombre,9.0,11.0,Sí,Sí,Sí,Sí,Sí,No,No,No,Pérdida de redes de apoyo,Ausencia de redes de apoyo adecuadas
,44,Hombre,5.0,9.0,No,No,Sí,Sí,Sí,Sí,Sí,No,Consumo de sustancias psicoactivas,Por ser víctima o desplazado del conflicto armado
,35,Hombre,5.0,11.0,Sí,Sí,Sí,Sí,No,Sí,No,No,Consumo de sustancias psicoactivas,Ausencia de redes de apoyo adecuadas
,35,Hombre,5.0,2.0,Sí,Sí,Sí,No,No,No,No,No,Consumo de sustancias psicoactivas,Por decisión propia
,30,Hombre,1.0,1.0,No,Sí,Sí,No,Sí,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Consumo de sustancias psicoactivas
,41,Hombre,5.0,1.0,Sí,No,Sí,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
,67,Hombre,1.0,11.0,No,No,No,Sí,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Ausencia de redes de apoyo adecuadas
Santa Fe,39,Hombre,5.0,2.0,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Consumo de sustancias psicoactivas,Por decisión propia
,40,Hombre,5.0,1.0,Sí,Sí,Sí,Sí,Sí,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
,42,Hombre,5.0,1.0,No,No,No,Sí,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
,68,Hombre,5.0,1.0,No,Sí,No,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
,66,Hombre,5.0,1.0,No,Sí,Sí,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
,62,Mujer,1.0,6.0,No,Sí,No,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Conflictos o dificultades familiares
,33,Hombre,5.0,1.0,No,No,Sí,No,No,No,No,No,Consumo de sustancias psicoactivas,Consumo de sustancias psicoactivas
,39,Hombre,9.0,10.0,No,Sí,No,No,No,No,No,No,Pérdida de redes de apoyo,Por discriminación
,31,Hombre,2.0,11.0,No,No,Sí,No,No,No,No,No,Un problema de salud físico o mental,Ausencia de redes de apoyo adecuadas
,35,Hombre,2.0,1.0,No,No,Sí,No,No,No,No,No,Un problema de salud físico o mental,Consumo de sustancias psicoactivas
,36,Hombre,1.0,6.0,No,No,Sí,No,No,No,No,No,Conflictos de convivencia o violencia con familiares o personas con las que vivía,Conflictos o dificultades familiares
