DIRECTORIO;TIP_FOR;P1;P1S1;P2;P2S1;P5;CTL_1;P8;P9R;P10R;P11R;P12;P13;P15R;P16S1;P16S2;P16S3;P16S4;P16S5;P16S6;P16S7;P16S8;P16S9;P17;P17S1;P17S2;P17S3;P17S4;P17S5;P17S6;P17S7;P17S8;P17S9;P17S10;P18;P19;P20S1;P20S2;P20S3;P20S4;P20S5;P20S1A1;P20S2A1;P20S3A1;P20S4A1;P20S5A1;P21R;P22;P23S1R;P24;P25;P26S1;P26S2;P26S3;P26S4;P26S5;P26S6;P26_1;P26_2S1;P26_2S2;P26_2S3;P26_2S4;P26_2S5;P26_2S6;P26_2S7;P26_2S8;P27;P28R;P29;P30S1;P30S2;P30S3;P30S4;P30S5;P30S6;P30S7;P30S8;P30S9;P30S1A1;P30S2A1;P30S3A1;P30S4A1;P30S5A1;P30S6A1;P30S7A1;P30S8A1;P30S9A1;P30_1;P30_2;P31;P32;P32S1;P32S2;P32S3;P32S4;P32S5;P32S6;P32S7;P32S8;P33S1;P33S2;P33S3;P33S4;P33S5;P33S6;P33_1;P33_2S1;P33_2S2;P33_2S3;P33_2S4;P33_2S5;P34;P35;P36R;P37S1;P37S2;P37S3;P37S4;P37S5;P37S6;P37S7;COMPLETA
101048;1;11;11001;1;16;2;2; ; ;7; ; ;9;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;54; ; ; ;1; ; ; ;1
101049;1;11;11001;1;16;2;2; ; ;7; ; ;9;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;47; ; ; ; ; ; ;1;1
101050;1;11;11001;1;16;2;1;59;1;3;1;1;3;2;4;3;3;2;4;3;4;4;3;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;1;30;10;3;2;2;2;1;2;2;4; ;1;1;1;1; ; ;1;1;2;5;1;2;2;2;2;2;2;2;2;14; ; ; ; ; ; ; ; ;1; ;1;1; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
101051;1;11;11001;1;16;2;1;53;1;3;2;1;3;2;3;2;3;4;4;1;3;3;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;11;24;6;9;2;2;1;2;2;2;3;1;1;1;1; ;1;1;1;2;2;3;2;1;1;2;1;1;2;2;2; ;15;19; ;39;25; ; ; ;3;1;2; ; ; ; ; ; ; ; ; ;1;2;1;2;2;2;1;2;2;2;2;2;3; ; ; ; ; ; ; ; ; ;1
101052;1;11;11001;1;16;2;1;57;1;3;2;1;3;2;4;4;4;3;4;3;3;3;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;2;5;2;10;3;1;2;1;2;2;2;3;1;1;1;1;1;1;1;1;1;3;9;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
101053;1;11;11001;1;16;2;2; ; ;7; ; ;9;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;61; ; ; ;1; ; ; ;1
101054;1;11;11001;1;16;2;1;34;1;3;1;1;3;2;4;4;3;3;4;3;4;4;4;1; ; ; ; ; ; ; ;1; ; ;10; ;2;2;2;2;2; ; ; ; ; ;2;7;12;7;8;1;2;1;2;2;2;3; ;1;1;1;1;1;1;1;1;2;5;1;2;2;2;2;2;2;2;2;19; ; ; ; ; ; ; ; ;1; ;1;1; ; ; ; ; ; ; ; ;2;2;1;1;2;2;2;2;2;2;2;1;1; ; ; ; ; ; ; ; ; ;1
101055;1;11;11001;1;16;2;2; ; ;7; ; ;9;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;42; ; ;1;1; ; ; ;1
101056;1;11;11001;1;16;2;1;48;2;3;1;1;3;2;4;4;3;4;4;3;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;7;0;10;3;2;2;1;2;2;2;3; ;1;1;1;1; ;1;1;1;6;4;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
101057;1;11;11001;1;16;2;1;52;1;3;1;1;3;2;4;1;2;3;4;2;3;3;1;2; ; ; ; ; ; ; ; ; ; ; ; ;1;2;2;2;2;1; ; ; ; ;1;7;20;6;3;1;2;1;2;2;2;3; ;1;1;1; ; ;1;1;2;2;4;1;1;1;2;1;1;2;2;1;7;14;15; ;14;7; ; ;8;5;1;1;1; ; ; ; ; ; ; ; ;1;1;1;2;1;2;1;2;2;2;2;1;3; ; ; ; ; ; ; ; ; ;1
101058;1;11;11001;1;16;2;1;52;2;3;1;1;3;2;3;3;2;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;7;10;7;6;1;2;1;2;2;2;3;1;1;1;1;1;1;1;1;1;3;1;1;2;2;2;2;2;2;2;2;15; ; ; ; ; ; ; ; ;1; ;1;1; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
101059;1;11;11001;1;16;2;2; ; ;7; ; ;9;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;47; ; ; ;1; ; ; ;1
101060;1;11;11001;1;16;2;1;53;2;3;1;1;3;2;4;4;3;2;4;4;4;3;2;1; ; ; ; ; ;1; ; ; ; ;3;1;2;2;2;2;2; ; ; ; ; ;1;4;25;10;3;1;2;1;2;2;2;3; ;1;1;1; ; ;1;1;1;2;5;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
101061;1;11;11001;1;16;2;1;58;1;3;2;1;3;2;4;4;2;4;4;3;4;2;2;1; ; ; ; ; ;1; ; ; ; ;1;1;2;2;2;1;2; ; ; ;1; ;1;7;10;7;3;1;2;1;2;2;2;1;1; ; ; ; ; ; ; ;1;6;4;1;2;2;2;2;2;2;2;2;5; ; ; ; ; ; ; ; ;1; ;1;1; ; ; ; ; ; ; ; ;1;2;1;2;2;2;1;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
101062;1;11;11001;1;16;2;2; ; ;7; ; ;9;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;54; ; ; ;1; ; ; ;1
101063;1;11;11001;1;16;2;1;52;1;3;1;1;3;2;3;3;3;2;4;3;4;3;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;1;20;10;1;2;2;1;2;2;2;3; ;1;1;1; ;1;1;1;1;3;3;1;2;2;2;2;2;2;2;2;12; ; ; ; ; ; ; ; ;1; ;1;1; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
101064;1;11;11001;1;16;2;1;58;1;3;1;1;3;2;4;1;2;3;4;3;4;4;2;2; ; ; ; ; ; ; ; ; ; ; ; ;1;2;2;2;2;1; ; ; ; ;1;7;45;8;1;1;2;1;2;2;2;3; ;1;1; ; ; ;1;1;1;3;6;2;2;2;2;2;1;2;2;2; ; ; ; ; ;10; ; ; ;6;1;1;1; ; ; ; ; ; ; ; ;1;2;2;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
101065;1;11;11001;1;16;2;1;34;1;3;1;1;3;2;3;4;3;4;4;3;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;1;2;2;2;1;1; ; ; ;1;1;7;1;2;3;1;2;1;2;2;2;1; ;1;1;1; ; ; ;1;1;2;7;1;2;2;2;2;2;2;2;2;12; ; ; ; ; ; ; ; ;1; ;1;1; ; ; ; ; ; ; ; ;1;1;1;2;2;2;1;1;2;2;2;1;1; ; ; ; ; ; ; ; ; ;1
101066;1;11;11001;1;16;2;1;40;2;3;1;1;3;2;4;3;3;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;1; ; ; ; ;1;1;7;6;7;5;2;2;1;2;2;2;3;1;1;1;1;1;1;1;1;2;13;4;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;2;2;1;2;2;2;1;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
101067;1;11;11001;1;16;2;1;52;1;3;2;1;3;2;4;2;2;3;4;2;2;2;4;1; ; ; ; ; ; ; ; ; ;1;3;1;2;2;2;2;2; ; ; ; ; ;1;1;5;10;3;2;2;1;2;2;2;3; ;1;1;1; ; ;1;1;1;3;8;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1
101068;1;11;11001;1;16;2;1;39;1;3;2;1;3;2;4;4;4;4;3;3;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;1;20;1;9;2;2;1;2;2;2;3; ;1;1;1; ;1;1;1;1;2;5;1;1;2;2;2;2;2;2;2;8;10; ; ; ; ; ; ; ;1; ;1;1; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;1;2;2;1;1;1; ; ; ; ; ; ; ; ; ;1
101069;1;11;11001;1;16;2;2; ; ;7; ; ;9;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;63; ; ; ;1; ; ; ;1
101070;1;11;11001;1;16;2;1;58;1;5;1;1;3;2;4;4;3;2;2;3;3;3;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;7;45;7;9;2;2;1;2;2;2;3;1;1;1;1;1;1;1;1;1;2;1;2;2;1;2;2;2;2;2;2; ; ;15; ; ; ; ; ; ;3; ;1;1; ; ; ; ; ; ; ; ;1;2;1;1;2;2;1;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
101071;1;11;11001;1;16;2;1;38;1;3;1;1;3;2;4;4;1;3;4;4;3;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;1;20;10;1;1;2;1;2;2;2;3; ;1;1;1; ; ;1;1;1;2;4;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
101072;1;11;11001;1;16;2;1;33;1;3;2;1;3;1;4;2;4;3;4;4;2;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;1; ; ; ; ;1;1;11;2;1;9;2;2;1;2;1;2;5; ;1;1;1; ;1;1;1;1;3;7;2;2;2;2;1;2;2;2;2; ; ; ; ;31; ; ; ; ;5; ;1;1; ; ; ; ; ; ; ; ;2;2;1;2;2;2;2;2;2;2;1;1;1; ; ; ; ; ; ; ; ; ;1
101073;1;11;11001;1;16;2;1;48;1;3;2;1;3;2;3;4;3;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;5;0;4;1;2;2;1;2;2;2;3; ;1;1;1;1;1;1;1;1;2;5;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
101074;1;11;11001;1;16;2;1;51;1;3;2;1;3;2;3;2;3;4;3;4;4;3;3;1; ; ;1; ; ; ; ;1;1; ;1;1;1;2;2;2;2;1; ; ; ; ;1;7;3;5;9;2;2;1;2;2;2;3; ;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2;1;2;2;2;2;1;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
101075;1;11;11001;1;16;2;1;45;1;3;2;1;3;2;3;4;4;2;4;3;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;7;35;2;8;2;2;1;2;2;2;3; ;1;1;1;1;1;1; ;1;2;4;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;1;2;1;2;1;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
101076;1;11;11001;1;16;2;1;56;1;3;2;1;3;2;4;4;1;4;4;4;2;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;1; ; ; ; ;1;1;5;0;10;3;1;2;1;2;2;2;3; ;1;1;1; ; ;1;1;1;2;9;1;2;2;2;2;2;2;2;2;14; ; ; ; ; ; ; ; ;1; ;1;1; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
101077;1;11;11001;1;16;2;1;55;2;3;2;1;3;1;4;4;4;3;4;4;4;4;3;2; ; ; ; ; ; ; ; ; ; ; ; ;1;2;2;2;1;1; ; ; ;1;1;7;38;1;6;1;2;1;2;2;2;3; ;1;1;1;1; ;1;1;1;3;8;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;1;2;1;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
101078;1;11;11001;1;16;2;1;32;1;3;1;1;3;2;4;3;3;3;4;4;4;4;4;1; ; ; ; ; ; ; ; ;1; ;4; ;2;2;2;2;1; ; ; ; ;1;1;4;5;1;1;1;2;1;2;2;2;3; ;1;1;1;1;1;1;1;1;3;5;1;2;2;2;2;2;2;2;2;11; ; ; ; ; ; ; ; ;1; ;1;1; ; ; ; ; ; ; ; ;1;2;1;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
101079;1;11;11001;1;16;2;1;36;1;2;1;1;3;1;4;4;3;1;4;4;3;3;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;7;23;3;9;2;2;1;2;2;2;3; ;1;1; ;1; ;1;1;1;2;1;1;2;1;1;2;1;2;2;1;9; ;15;19; ;22; ; ;23;3;1;1;1; ; ; ; ; ; ; ; ;2;2;1;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
101080;1;11;11001;1;16;2;1;33;1;3;2;1;3;2;4;4;4;3;2;4;4;2;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;1; ; ; ; ;1;1;7;20;7;9;1;2;1;2;2;2;3; ;1;1; ;1; ;1;1;1;5;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1
101081;1;11;11001;1;16;2;1;59;2;3;1;1;3;2;3;4;3;4;4;4;4;3;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;11;0;10;9;2;2;1;2;2;2;3; ;1;1;1; ; ;1;1;1;2;4;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
101082;1;11;11001;1;16;2;1;61;1;3;1;1;3;2;4;4;4;4;4;3;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;5;1;4;9;2;2;1;2;2;2;3; ;1;1;1;1; ;1;1;1;2;4;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
101083;1;11;11001;1;16;2;1;54;1;3;2;1;3;2;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;7;25;10;9;2;2;1;2;2;2;3; ;1;1;1; ; ;1;1;1;6;4;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
101084;1;11;11001;1;16;2;1;51;2;3;2;1;3;2;3;4;4;4;4;3;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;7;3;4;9;2;2;1;2;2;2;3; ;1;1;1; ; ;1;1;2;13;4;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
101085;1;11;11001;1;16;2;2; ; ;7; ; ;9;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;53; ; ; ;1; ; ; ;1
101086;1;11;11001;1;16;2;2; ; ;7; ; ;9;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;51; ; ; ;1; ; ; ;1
101087;1;11;11001;1;16;2;2; ; ;7; ; ;9;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;28; ; ; ; ; ; ;1;1
101088;1;11;11001;1;16;2;2; ; ;7; ; ;9;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;52; ; ; ; ; ; ;1;1
101089;1;11;11001;1;16;2;1;28;1;3;1;1;3;2;4;2;4;3;3;3;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;11;5;2;9;2;1;1;2;2;2;2; ;1;1;1;1; ;1;1;1;3;7;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;1;1;1;1;2;2;1;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
101090;1;11;11001;1;16;2;1;59;1;3;2;1;3;2;4;4;3;3;4;4;4;4;4;1; ; ; ; ; ; ; ; ; ;1;3;1;2;2;2;2;2; ; ; ; ; ;1;7;30;10;9;2;2;1;2;2;2;3; ;1;1;1; ; ;1;1;1;2;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
101091;1;11;11001;1;16;2;1;54;1;5;2;1;3;2;4;4;4;3;3;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;7;32;5;6;2;2;1;2;2;2;3; ;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;2;2;1;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
101092;1;11;11001;1;16;2;1;58;1;3;1;1;3;2;4;4;4;3;4;3;4;4;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;7;20;10;3;2;2;1;2;2;2;3; ;1;1;1; ; ;1;1;1;2;4;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
101093;1;11;11001;1;16;2;1;46;1;3;1;1;3;2;4;4;4;3;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;7;0;1;2;2;2;1;2;2;2;3; ;1;1;1;1;1;1;1;1;3;4;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
101094;1;11;11001;1;16;2;1;56;2;3;2;1;3;2;4;2;3;2;3;3;3;3;2;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;4;15;4;9;2;1;1;2;2;2;3; ;1;1;1;1; ;1;1;1;3;5;2;2;1;2;1;1;2;2;2; ; ;27; ;25;35; ; ; ;5;2;1;1; ; ; ; ; ; ; ; ;1;2;2;2;2;2;2;2;2;2;2;1;3; ; ; ; ; ; ; ; ; ;1
101095;1;11;11001;1;16;2;1;58;1;3;2;1;3;2;4;1;4;3;3;4;3;3;4;2; ; ; ; ; ; ; ; ; ; ; ; ;1;2;2;2;2;1; ; ; ; ;1;11;0;11;3;1;2;1;2;2;2;3; ;1;1;1;1;1;1;1;1;3;1;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;1;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
101096;1;11;11001;1;16;2;1;60;1;3;2;1;3;2;2;2;2;2;3;4;2;2;3;2; ; ; ; ; ; ; ; ; ; ; ; ;1;2;2;2;2;1; ; ; ; ;1;5;11;10;3;1;2;1;2;2;2;3; ;1;1;1; ; ;1;1;1;2;4;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
101097;1;11;11001;1;16;2;2; ; ;7; ; ;9;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;61; ; ; ; ; ; ;1;1
101098;1;11;11001;1;16;2;1;56;2;3;1;1;3;2;3;4;3;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;5;0;4;9;2;2;1;2;2;2;3; ;1;1;1;1; ;1;1;1;4;4;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
101099;1;11;11001;1;16;2;1;53;1;3;2;1;3;2;4;3;4;4;4;1;2;1;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;11;10;3;3;1;2;1;2;2;2;3; ;1;1;1; ; ;1;1;1;3;4;2;1;1;1;2;1;2;1;2; ;17;17;27; ;18; ;20; ;8;2;2; ; ; ; ; ; ; ; ; ;1;2;2;2;2;2;1;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
101100;1;11;11001;1;16;2;1;30;1;3;2;1;3;2;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;1;8;10;1;1;2;1;2;1;2;3; ;1;1;1;1;1;1;1;1;3;9;1;2;2;2;2;2;2;2;2;11; ; ; ; ; ; ; ; ;1; ;1;1; ; ; ; ; ; ; ; ;2;2;1;2;2;2;2;2;2;2;2;1;1; ; ; ; ; ; ; ; ; ;1
