"globalid";"LOCALIDAD";"COD_LOCALIDAD";"UBIC";"CTL1";"P5";"P6";"P7";"P7S1A";"P7S1B";"P9";"P10";"P11";"P11S3";"P12";"no_sabe_edad_fecha";"P13";"P14S1";"P14S2";"P14S3";"P14S4";"P14S5";"P14S6";"P14S7";"P14S8";"P15";"P16";"P16S1";"P17";"P17_2";"P17_3";"P18S1";"P18S2";"P19";"P20";"P21";"P22S1";"P22S2";"P22S3";"P22S4";"P22S5";"P22S6";"P22S7";"P23S1";"P23S2";"P23S3";"P23S4";"P23S5";"P23S6";"P23S7";"P23S8";"P23S9";"P23S10";"visita_municipio";"visita_pais";"ninguna_ciudad_f24";"P25S1";"P25S2";"P25S3";"P25S4";"P25S5";"P26";"P27";"P28";"P28_1S1";"P28_1S2";"P28_1S3";"P28_1S4";"P28_1S5";"P28_1S6";"P28_1S7";"P28_1S8";"P28_1S9";"P28_1S10";"P28_1S11";"P28_2";"P29S1";"P29S1A1";"P29S2";"P29S2A1";"P29S3";"P29S3A1";"P29S4";"P29S4A1";"P29S5";"P29S5A1";"P30S1";"P30S1A1";"P30S2";"P30S2A1";"P30S3";"P30S3A1";"P30S4";"P30S4A1";"P30S5";"P30S5A1";"P30S6";"P30S6A1";"P30S7";"P30S7A1";"P30S8";"P30S8A1";"P30S9";"P30S9A1";"P30_1";"P30_2";"P31";"P31S1";"P32";"P33S1";"P33S2";"P33S3";"P33S4";"P33S5";"P33S6";"P33S7";"P33S8";"P33S9";"P34";"P35S1";"P35S2";"P35S3";"P35S4";"P35S5";"P36";"P37S1";"P37S2";"P37S3";"P37S4";"P37S5";"P37S6";"P37S7";"P37S8";"P37S9";"P37S10";"P37_1";"P38";"P38_1";"P39";"P39_1";"P39_2";"P39_3";"P40";"P40S1A";"P40S1B";"P40S2";"P41";"P42";"P43";"P44";"P45";"RES_FIN"
"{F67FE948-1540-4E21-BED8-CDC83A72E4BB}";"Antonio Nariño";15;1;2;8;;1;"Antonio Nariño";"15";11;2;1;;"32";0;6;4;2;2;4;4;3;4;4;1;4;999;6;5;11;"11";0;1;1;1;2;1;2;2;2;1;2;1;1;1;2;1;1;1;2;2;2;"2";"2";"NoVisitadoNungunaCiudad";2;2;1;2;2;3;1;2;;;;;;;;;;;;;2;;2;;2;;2;;2;;1;17;1;17;1;20;1;17;1;29;1;17;2;;2;;2;;2;1;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;1;1;1;1;1;2;2;5;2;3;"1,5";"Elaborar artesanías y obras de arte";"Hacer múltiples tareas";;2;;;;2;1;;;;1
"{CFC567A9-F0AC-42D2-B2DE-EB4156A04E33}";"Antonio Nariño";15;1;2;8;;1;"Antonio Nariño";"15";3;1;2;;"50";0;6;4;4;4;4;4;4;4;4;1;5;999;6;5;11;"7";0;1;3;1;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;"2";"2";"NoVisitadoNungunaCiudad";2;2;2;2;2;9;4;2;;;;;;;;;;;;;2;;2;;2;;2;;2;;1;20;2;;2;;1;25;1;20;2;;2;;2;;2;;4;;1;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;1;9;3;2;"2";"Vender";;;1;2;0;4;1;2;;;;1
"{DAB7112F-A108-4252-A02A-4259568DE1AE}";"Antonio Nariño";15;1;2;8;;1;"Antonio Nariño";"15";3;2;1;;"33";0;6;4;4;4;2;4;4;4;4;1;4;999;6;11;;"21";0;1;9;11;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;"2";"2";"NoVisitadoNungunaCiudad";2;2;1;2;2;9;4;2;;;;;;;;;;;;;2;;2;;2;;2;;2;;1;9;1;17;1;12;2;;1;30;2;;2;;2;;2;;2;3;2;;;2;2;2;1;2;2;2;2;1;2;2;2;2;1;2;1;1;1;2;2;1;1;2;1;2;2;2;1;5;"7,5";"Cocinar";"Hacer múltiples tareas";;2;;;;2;3;;;;1
"{633A61B4-0030-4019-B0BA-AA4861E117A5}";"Antonio Nariño";15;1;2;8;;1;"Antonio Nariño";"15";3;1;1;;"51";0;6;4;4;4;1;4;4;4;4;1;4;999;6;10;;"27";0;1;1;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;"2";"2";"NoVisitadoNungunaCiudad";2;1;2;2;2;9;1;1;2;2;2;2;2;2;2;1;2;2;2;10;2;;2;;2;;2;;2;;1;14;1;14;1;10;1;12;2;;2;;2;;2;;2;;2;1;1;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;2;2;8;5;;"8,7,2";"Construir";"Cocinar";"Vender";1;6;0;6;1;2;;;;1
"{954A4D95-8853-472B-8CC2-42FDE98BE29E}";"Antonio Nariño";15;1;2;8;;1;"Antonio Nariño";"15";3;1;1;;"60";0;6;4;4;4;4;4;4;4;4;1;3;1;6;11;;"40";0;1;1;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;"2";"2";"NoVisitadoNungunaCiudad";2;2;1;2;2;9;4;1;1;2;2;2;2;2;2;2;2;2;2;2;2;;2;;2;;2;;2;;1;13;2;;1;13;1;13;2;;2;;2;;2;;2;;1;;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;3;2;1;"5";"Hacer múltiples tareas";;;2;;;;1;2;;;;1
"{FE10343D-4FEC-4F58-B39E-89D05686CDF8}";"Antonio Nariño";15;1;2;8;;1;"Antonio Nariño";"15";3;1;2;;"40";0;6;4;4;4;4;4;4;4;4;1;5;11;1;11;;"6";0;2;5;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;"2";"2";"NoVisitadoNungunaCiudad";2;2;2;2;2;1;1;2;;;;;;;;;;;;;2;;2;;2;;2;;2;;1;15;1;23;1;16;2;;2;;2;;1;16;2;;2;;2;1;1;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;3;1;5;"6";"Vigilar";;;2;;;;1;2;;;;1
"{CDC6B04B-16D7-4E66-907A-8D9F19D0137B}";"Antonio Nariño";15;1;2;8;;1;"Antonio Nariño";"15";3;1;2;;"33";0;6;4;4;4;4;4;4;4;4;1;4;6;6;11;;"2";6;2;5;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;"2";"2";"NoVisitadoNungunaCiudad";2;2;2;2;2;9;1;2;;;;;;;;;;;;;2;;2;;2;;2;;2;;1;12;1;12;1;12;2;;2;;2;;2;;2;;2;;2;1;1;1;;1;1;2;1;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;3;1;2;"5";"Hacer múltiples tareas";;;2;;;;1;2;;;;1
"{58ADEE37-D105-4CE0-8588-C60E56D90708}";"Antonio Nariño";15;1;2;8;;1;"Antonio Nariño";"15";3;2;1;;"48";0;6;4;4;3;4;4;4;4;4;1;4;9;6;1;11;"5";0;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;"2";"2";"NoVisitadoNungunaCiudad";2;1;2;2;2;6;1;2;;;;;;;;;;;;;2;;2;;2;;2;;2;;1;25;2;;2;;2;;2;;2;;2;;2;;2;;1;;1;2;7;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;3;1;5;"5";"Hacer múltiples tareas";;;2;;;;2;1;;;;1
"{A6AD77C0-D6E6-4037-A5D3-5B03667F293C}";"Antonio Nariño";15;1;2;8;;1;"Antonio Nariño";"15";3;1;1;;"27";0;6;4;4;4;4;4;4;4;4;1;6;999;6;2;11;"20";0;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;"2";"2";"NoVisitadoNungunaCiudad";2;2;2;2;2;9;4;2;;;;;;;;;;;;;2;;2;;2;;2;;2;;2;;2;;2;;2;;2;;2;;2;;2;;2;;;;1;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;3;1;5;"5,2";"Hacer múltiples tareas";"Vender";;2;;;;1;2;;;;1
"{638B25B8-81C2-495B-B0CA-EA8D8CAA2374}";"Antonio Nariño";15;1;2;8;;1;"Antonio Nariño";"15";3;1;1;;"43";0;6;4;4;4;4;4;4;4;4;1;7;999;6;11;;"2";0;1;5;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;"2";"2";"NoVisitadoNungunaCiudad";2;2;1;2;2;1;1;2;;;;;;;;;;;;;2;;2;;2;;2;;2;;1;12;1;19;1;19;2;;2;;2;;2;;2;;2;;2;1;1;1;;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;3;1;5;"2";"Vender";;;1;5;0;2;1;2;;;;1
"{68424DE0-964F-4874-8202-9AE42D528C3E}";"Antonio Nariño";15;1;2;8;;1;"Antonio Nariño";"15";3;1;1;;"57";0;6;4;4;3;4;3;4;4;4;1;5;11;6;11;;"15";0;1;5;2;2;2;2;2;2;1;2;1;1;2;2;2;2;2;2;2;2;"2";"2";"NoVisitadoNungunaCiudad";2;2;2;2;2;3;1;1;2;2;2;2;1;1;2;2;2;2;2;2;2;;2;;2;;2;;2;;1;20;1;30;2;;2;;2;;2;;2;;2;;2;;2;1;1;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;1;1;1;1;1;1;1;1;1;5;2;5;"3";"Enseñar";;;2;;;;1;2;;;;1
"{568F4E3C-A0EC-4A0E-AADC-AF3D79440D1D}";"Antonio Nariño";15;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;"32";1;1
"{382D6B88-E5CA-437B-B8F2-96604913A00F}";"Antonio Nariño";15;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;"65";5;1
"{3B8C6030-D42E-4846-934E-EA74C2696BC0}";"Antonio Nariño";15;1;2;8;;1;"Antonio Nariño";"15";3;1;1;;"44";0;6;4;4;4;4;4;4;4;4;1;5;11;6;2;5;"3";0;1;5;1;1;2;1;2;2;1;2;2;1;1;2;2;1;2;2;2;2;"2";"2";"NoVisitadoNungunaCiudad";2;2;2;2;2;1;1;2;;;;;;;;;;;;;2;;2;;2;;2;;2;;1;18;2;;1;18;2;;2;;2;;2;;2;;2;;3;;1;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;2;2;1;1;5;"2";"Vender";;;1;5;0;2;1;2;;;;1
"{9E3BD4DA-C9CC-43B7-BA5B-970E70673CCF}";"Antonio Nariño";15;1;2;8;;1;"Antonio Nariño";"15";3;1;1;;"23";0;6;2;4;4;4;4;4;4;4;1;5;11;6;2;4;"11";0;1;1;5;1;2;1;2;1;1;2;2;1;1;1;1;1;1;1;2;2;"2";"2";"NoVisitadoNungunaCiudad";1;2;2;2;2;1;1;1;2;1;2;2;1;1;2;1;2;1;2;10;2;;2;;2;;2;;2;;1;12;1;13;1;9;2;;2;;2;;2;;2;;2;;1;2;1;1;;2;1;2;2;2;2;2;2;2;2;1;2;2;1;1;2;1;1;1;1;1;1;1;1;1;2;1;1;4;"8";"Construir";;;1;0;3;6;1;2;;;;1
"{41E66FCA-B332-4C0E-8084-2963DB618D15}";"Antonio Nariño";15;1;2;8;;1;"Antonio Nariño";"15";3;2;1;;"50";0;6;4;4;3;3;4;4;4;4;1;3;5;5;11;;"11";5;1;9;5;2;2;2;2;1;2;2;1;1;2;2;2;2;2;1;2;2;"2";"2";"NoVisitadoNungunaCiudad";1;2;2;2;2;6;1;1;2;2;2;2;2;1;2;2;2;2;2;2;1;1;2;;2;;2;;2;;1;15;2;;2;;2;;2;;2;;2;;2;;2;;1;;1;2;7;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;2;5;;"7";"Cocinar";;;1;2;0;3;2;1;;;;1
"{EC923841-639F-4E87-A338-4CD4B99F2D2D}";"Antonio Nariño";15;1;2;8;;1;"Antonio Nariño";"15";3;1;1;;"52";0;6;4;4;4;4;4;4;4;4;1;5;10;6;11;;"44";0;1;1;6;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;"2";"2";"NoVisitadoNungunaCiudad";2;2;2;2;2;9;4;1;2;2;1;2;2;2;2;2;2;2;2;11;2;;2;;2;;2;;2;;2;;1;11;1;9;1;30;2;;2;;2;;2;;2;;3;2;1;2;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;2;1;5;"2";"Vender";;;1;3;0;3;1;2;;;;1
"{A63F390B-3348-4255-B5DF-88EE42D8D97C}";"Antonio Nariño";15;1;2;8;;1;"Antonio Nariño";"15";3;1;1;;"40";0;6;4;4;4;4;4;4;4;4;1;5;11;6;5;11;"35";0;1;1;2;1;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;"2";"2";"NoVisitadoNungunaCiudad";2;2;2;2;2;1;2;2;;;;;;;;;;;;;2;;2;;2;;2;;2;;2;;2;;2;;2;;1;12;2;;2;;2;;2;;5;;1;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;2;2;2;5;;"2";"Vender";;;1;6;0;2;1;2;;;;1
"{6CE49FFD-F710-4A3B-9FA8-FEF193D80EC2}";"Antonio Nariño";15;1;2;8;;1;"Antonio Nariño";"15";3;1;1;;"30";0;6;4;4;4;4;4;4;4;4;1;5;999;5;7;11;"20";9;1;5;1;1;2;1;2;2;2;2;1;1;1;2;2;1;1;1;2;2;"2";"2";"NoVisitadoNungunaCiudad";1;2;2;2;2;1;1;2;;;;;;;;;;;;;2;;2;;2;;2;;2;;1;12;1;12;1;12;1;12;1;12;1;18;1;12;1;14;1;27;2;1;1;1;;1;1;2;2;2;2;2;2;2;2;1;1;2;1;2;2;1;1;1;1;1;2;1;2;2;2;1;2;3;"1";"Elaborar artesanías y obras de arte";;;2;;;;1;2;;;;1
"{2A300244-8779-452B-BB4A-A3021E115DDF}";"Antonio Nariño";15;1;2;8;;1;"Antonio Nariño";"15";3;1;2;;"68";0;6;4;4;4;4;4;4;4;4;1;3;999;6;5;11;"40";8;1;5;1;2;2;1;2;2;2;2;2;1;1;2;1;2;1;1;2;2;"2";"2";"NoVisitadoNungunaCiudad";2;2;2;2;2;9;4;2;;;;;;;;;;;;;2;;2;;2;;2;;2;;1;21;1;28;1;26;2;;2;;2;;2;;2;;2;;2;2;1;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;1;2;2;1;1;2;2;2;2;5;"5";"Hacer múltiples tareas";;;2;;;;1;2;;;;1
"{2A174028-73A9-45B2-9DD3-6958A5160720}";"Antonio Nariño";15;1;2;8;;1;"Antonio Nariño";"15";12;1;3;1;"45";0;6;4;4;4;4;4;4;4;4;1;4;6;1;11;;"6";0;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;"2";"2";"NoVisitadoNungunaCiudad";2;2;2;2;2;2;1;2;;;;;;;;;;;;;2;;2;;2;;2;;2;;2;;1;32;1;16;2;;2;;2;;2;;2;;1;16;9;2;1;1;;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;2;9;5;;"8";"Construir";;;1;14;0;6;1;2;;;;1
"{4F275CFD-C6D4-4537-8D07-500F5E5237C1}";"Antonio Nariño";15;1;2;8;;1;"Antonio Nariño";"15";3;1;1;;"59";0;6;4;4;4;4;4;4;4;4;1;4;6;2;5;11;"15";0;1;1;6;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;"2";"2";"NoVisitadoNungunaCiudad";2;2;2;2;2;9;4;2;;;;;;;;;;;;;2;;2;;2;;2;;2;;1;25;2;;2;;1;25;2;;2;;2;;2;;2;;4;;1;2;7;1;1;1;2;2;2;2;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;8;1;2;"2";"Vender";;;2;;;;2;2;;;;1
"{5D788795-4967-4BAD-8FF5-773D9FD61142}";"Antonio Nariño";15;1;2;8;;1;"Antonio Nariño";"15";3;1;1;;"39";0;6;4;4;4;4;4;4;4;4;1;4;9;1;2;7;"12";2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;"2";"2";"NoVisitadoNungunaCiudad";2;2;2;2;2;9;4;2;;;;;;;;;;;;;2;;2;;2;;2;;2;;2;;1;10;2;;2;;2;;2;;2;;2;;2;;;1;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;2;1;2;2;8;2;3;"2";"Vender";;;2;;;;1;2;;;;1
"{E6064ED1-63BB-479C-BB0A-1B2E722AAC36}";"Antonio Nariño";15;1;2;8;;1;"Antonio Nariño";"15";4;1;1;;"71";0;6;4;4;4;4;4;4;4;4;1;3;5;2;10;;"25";0;1;8;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;"2";"2";"NoVisitadoNungunaCiudad";2;2;2;2;2;9;1;2;;;;;;;;;;;;;2;;2;;2;;2;;2;;2;;2;;2;;2;;2;;2;;2;;2;;2;;;;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;2;2;5;"9,7,3";"Reparar";"Cocinar";"Enseñar";2;;;;1;2;;;;1
"{09CA3701-FDC9-4B31-A02F-925132EA9FAC}";"Antonio Nariño";15;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;"50";3;1
"{866D3B0D-11BE-4C4F-AF1A-C46F01A5CB8E}";"Antonio Nariño";15;1;2;5;2;1;"Antonio Nariño";"15";3;1;2;;"25";0;3;4;4;4;4;4;4;4;4;1;5;11;6;1;5;"0";6;1;9;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;"1";"2";;2;2;2;2;2;1;1;2;;;;;;;;;;;;;2;;2;;2;;2;;2;;2;;2;;1;14;2;;2;;2;;2;;2;;2;;3;;2;;;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;1;1;1;1;2;2;1;2;2;2;1;3;"8";"Construir";;;1;2;1;3;1;2;;;;1
"{E975DD82-5650-4C6E-A44F-8EE994B6C8D8}";"Antonio Nariño";15;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;"47";1;1
"{305D286A-A36C-4B9F-BFB1-7915BE4418DB}";"Antonio Nariño";15;1;2;8;;1;"Santa Fe";"3";3;1;1;;"60";0;6;4;4;3;4;4;4;4;4;1;3;5;6;2;7;"20";0;1;5;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;"1";"2";;2;2;2;2;2;9;4;2;;;;;;;;;;;;;2;;2;;2;;2;;2;;2;;1;18;1;15;2;;2;;2;;2;;2;;2;;2;1;1;1;;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;2;1;1;1;1;1;1;1;1;2;2;1;2;3;"1,9";"Elaborar artesanías y obras de arte";"Reparar";;1;10;0;4;1;2;;;;1
"{DF2C8F6A-89D7-4946-A290-E080CE3C5DD6}";"Antonio Nariño";15;1;2;8;;1;"Antonio Nariño";"15";3;1;1;;"75 años o más";0;6;3;4;4;4;3;3;4;4;1;3;5;5;11;;"4";0;1;1;5;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;"2";"2";"NoVisitadoNungunaCiudad";2;2;2;2;2;3;1;2;;;;;;;;;;;;;2;;2;;2;;2;;2;;1;20;2;;2;;2;;2;;2;;2;;2;;2;;1;;2;;;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;2;2;8;1;2;"2,1";"Vender";"Elaborar artesanías y obras de arte";;2;;;;1;2;;;;1
"{C703D4D4-6EDF-4278-A385-6962E881AFCA}";"Antonio Nariño";15;1;2;8;;1;"Antonio Nariño";"15";3;1;1;;"41";0;6;4;4;4;4;4;4;4;4;2;4;9;1;3;5;"2";6;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;"2";"2";"NoVisitadoNungunaCiudad";2;2;2;2;2;9;4;2;;;;;;;;;;;;;2;;2;;2;;2;;2;;2;;1;2;2;;2;;2;;2;;2;;2;;2;;;1;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;9;2;3;"2";"Vender";;;2;;;;1;2;;;;1
"{69A76281-FDBA-4B15-A759-1199F2F267AE}";"Antonio Nariño";15;1;2;8;;1;"Antonio Nariño";"15";3;1;1;;"19";0;6;4;4;4;4;4;4;4;4;1;3;5;5;8;6;"5";2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;"2";"2";"NoVisitadoNungunaCiudad";2;2;2;2;2;9;4;2;;;;;;;;;;;;;2;;2;;2;;2;;2;;2;;1;5;2;;2;;2;;2;;2;;2;;2;;;1;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;8;2;5;"2";"Vender";;;2;;;;1;2;;;;1
"{D814E42C-9CC6-4218-9E07-FED7876604E6}";"Antonio Nariño";15;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;"35";1;1
"{D3E4675C-1451-4E44-AAF7-CB4A5D763051}";"Antonio Nariño";15;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;"40";4;1
"{E29C5B74-F122-40F5-A949-95A8B51BBB07}";"Antonio Nariño";15;1;2;8;;1;"Antonio Nariño";"15";3;1;1;;"67";0;6;3;4;4;3;4;4;4;4;1;3;5;5;6;11;"20";0;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;"2";"2";"NoVisitadoNungunaCiudad";2;2;2;2;2;9;4;2;;;;;;;;;;;;;2;;2;;2;;2;;2;;1;15;1;20;1;15;2;;2;;2;;2;;2;;2;;2;1;1;2;7;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;1;1;2;2;1;2;2;2;2;5;"1";"Elaborar artesanías y obras de arte";;;2;;;;1;2;;;;1
"{64EF458C-619B-4134-A2DE-7C96576F07CF}";"Antonio Nariño";15;1;2;8;;1;"Antonio Nariño";"15";3;2;1;;"49";0;6;4;4;4;4;4;4;4;4;1;3;5;2;5;6;"13";0;1;1;11;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;"2";"2";"NoVisitadoNungunaCiudad";2;1;2;2;2;9;4;1;2;2;2;2;2;1;2;2;2;2;2;2;2;;2;;2;;2;;2;;2;;1;15;2;;1;44;2;;2;;2;;2;;2;;2;4;1;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;1;1;1;1;1;1;1;2;2;8;5;;"2";"Vender";;;2;;;;2;1;;;;1
"{1B344F98-47FA-4057-9D70-75961A4298AB}";"Antonio Nariño";15;1;2;8;;1;"Antonio Nariño";"15";3;1;1;;"72";0;6;4;4;4;4;4;4;4;4;1;3;5;6;1;3;"40";0;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;"2";"2";"NoVisitadoNungunaCiudad";2;2;2;2;2;9;2;2;;;;;;;;;;;;;2;;2;;2;;2;;2;;2;;2;;2;;2;;2;;2;;2;;2;;2;;;;2;;;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;1;1;1;1;2;2;2;2;2;2;2;1;2;5;"3";"Enseñar";;;2;;;;1;2;;;;1
"{6EF15334-7331-4DBC-B03E-FFE3097157A9}";"Antonio Nariño";15;1;2;8;;1;"Antonio Nariño";"15";3;1;2;;"34";0;6;4;4;4;4;4;4;4;4;1;4;9;6;1;10;"12";0;2;5;1;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;"2";"2";"NoVisitadoNungunaCiudad";2;1;1;2;2;2;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;;2;;2;;2;;2;;2;;1;18;2;;1;18;2;;2;;2;;2;;2;;2;2;1;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;1;1;1;1;2;2;2;2;2;2;2;1;2;1;"6";"Vigilar";;;2;;;;1;2;;;;1
"{EAEE433F-7062-4CC2-B060-80297AD0AF39}";"Antonio Nariño";15;1;2;8;;1;"Antonio Nariño";"15";3;1;2;;"34";0;6;4;4;4;4;4;4;4;4;1;3;3;6;5;2;"25";1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;"2";"2";"NoVisitadoNungunaCiudad";2;2;2;2;2;9;3;2;;;;;;;;;;;;;2;;2;;2;;2;;2;;1;15;1;15;1;8;2;;1;10;1;18;2;;2;;2;;2;2;1;1;;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;1;2;2;2;2;2;1;1;2;2;1;"8";"Construir";;;1;1;2;4;1;2;;;;1
"{20B96DD5-0AAF-4E84-9142-520D5A329DD6}";"Antonio Nariño";15;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;"71";5;1
"{926D0C77-ABC2-4E06-B0DE-67BD73E1EFFD}";"Antonio Nariño";15;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;"33";5;1
"{234801FF-A670-4A6D-B2F6-909C23034893}";"Antonio Nariño";15;1;2;8;;1;"Antonio Nariño";"15";3;1;2;;"29";0;6;4;4;4;4;4;4;4;4;1;4;7;8;1;5;"1";1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;"2";"2";"NoVisitadoNungunaCiudad";2;2;2;2;2;1;2;2;;;;;;;;;;;;;2;;2;;2;;2;;2;;1;5;1;3;1;21;1;1;2;;2;;2;;2;;2;;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;5;"6";"Vigilar";;;2;;;;1;2;;;;1
