"globalid";"LOCALIDAD";"COD_LOCALIDAD";"UBIC";"CTL1";"P5";"P6";"P7";"P7S1A";"P7S1B";"P9";"P10";"P11";"P11S3";"P12";"no_sabe_edad_fecha";"P13";"P14S1";"P14S2";"P14S3";"P14S4";"P14S5";"P14S6";"P14S7";"P14S8";"P15";"P16";"P16S1";"P17";"P17_2";"P17_3";"P18S1";"P18S2";"P19";"P20";"P21";"P22S1";"P22S2";"P22S3";"P22S4";"P22S5";"P22S6";"P22S7";"P23S1";"P23S2";"P23S3";"P23S4";"P23S5";"P23S6";"P23S7";"P23S8";"P23S9";"P23S10";"visita_municipio";"visita_pais";"ninguna_ciudad_f24";"P25S1";"P25S2";"P25S3";"P25S4";"P25S5";"P26";"P27";"P28";"P28_1S1";"P28_1S2";"P28_1S3";"P28_1S4";"P28_1S5";"P28_1S6";"P28_1S7";"P28_1S8";"P28_1S9";"P28_1S10";"P28_1S11";"P28_2";"P29S1";"P29S1A1";"P29S2";"P29S2A1";"P29S3";"P29S3A1";"P29S4";"P29S4A1";"P29S5";"P29S5A1";"P30S1";"P30S1A1";"P30S2";"P30S2A1";"P30S3";"P30S3A1";"P30S4";"P30S4A1";"P30S5";"P30S5A1";"P30S6";"P30S6A1";"P30S7";"P30S7A1";"P30S8";"P30S8A1";"P30S9";"P30S9A1";"P30_1";"P30_2";"P31";"P31S1";"P32";"P33S1";"P33S2";"P33S3";"P33S4";"P33S5";"P33S6";"P33S7";"P33S8";"P33S9";"P34";"P35S1";"P35S2";"P35S3";"P35S4";"P35S5";"P36";"P37S1";"P37S2";"P37S3";"P37S4";"P37S5";"P37S6";"P37S7";"P37S8";"P37S9";"P37S10";"P37_1";"P38";"P38_1";"P39";"P39_1";"P39_2";"P39_3";"P40";"P40S1A";"P40S1B";"P40S2";"P41";"P42";"P43";"P44";"P45";"RES_FIN"
"{E0D0F435-9B45-4AAD-BB77-2120E7F283C6}";"Usme";5;1;2;8;;1;"Usme";"5";3;1;1;;"33";0;6;4;4;4;4;4;4;4;4;1;5;11;6;11;;"2";1;1;8;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;"2";"2";"NoVisitadoNungunaCiudad";2;2;2;2;2;9;4;2;;;;;;;;;;;;;2;;2;;2;;2;;2;;2;;2;;2;;2;;2;;2;;1;20;2;;2;;7;;2;;;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;1;1;1;1;1;2;2;1;2;5;"5";"Hacer múltiples tareas";;;2;;;;1;2;;;;1
"{72CE7DE7-B9FC-4148-8E42-CFDBAF32E0B0}";"Usme";5;4;2;8;;1;"Usme";"5";3;2;1;;"33";0;6;4;4;4;4;4;4;4;4;1;4;7;1;5;6;"18";1;1;1;2;2;2;2;2;2;1;2;1;1;2;2;2;2;2;2;2;2;"2";"2";"NoVisitadoNungunaCiudad";2;1;2;2;2;5;1;2;;;;;;;;;;;;;2;;2;;2;;2;;2;;2;;1;20;2;;2;;2;;2;;2;;2;;1;20;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;1;1;1;1;1;2;2;2;4;1;2;"5";"Hacer múltiples tareas";;;1;1;0;2;2;2;;;;1
"{43409076-2DFB-43B3-B275-14F54FAE9A7F}";"Usme";5;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;"30";4;1
"{FEC7A5B7-CA3A-42FC-96FD-47AD5EBD6E4B}";"Usme";5;1;2;4;3;1;"Usme";"5";3;1;1;;"58";0;6;4;4;4;4;4;4;4;4;1;3;5;6;5;1;"17";0;1;5;1;1;2;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2;"2";"2";"NoVisitadoNungunaCiudad";2;2;2;2;1;6;1;2;;;;;;;;;;;;;2;;2;;2;;2;;2;;1;17;1;19;1;19;1;15;1;21;2;;2;;2;;1;15;2;1;1;2;7;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;6;2;1;"5,2,1";"Hacer múltiples tareas";"Vender";"Elaborar artesanías y obras de arte";1;2;5;2;1;2;;;;1
"{968C7177-C92E-4389-8934-3FCB5F8293CB}";"Usme";5;1;2;8;;1;"Usme";"5";3;1;3;1;"28";0;6;4;4;4;4;4;4;4;4;1;5;11;2;6;5;"1";6;1;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;"2";"2";"NoVisitadoNungunaCiudad";1;2;2;2;2;3;1;2;;;;;;;;;;;;;2;;2;;2;;2;;2;;1;15;1;25;1;15;2;;2;;2;;2;;2;;2;;2;2;1;1;;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;3;2;1;"1";"Elaborar artesanías y obras de arte";;;1;3;5;2;1;2;;;;1
"{2EAB279B-7F59-4D90-B79D-7E99C4675A54}";"Usme";5;1;2;5;2;1;"Usme";"5";3;1;1;;"41";0;6;4;4;4;4;4;4;4;4;1;5;11;4;2;5;"21";0;1;1;5;1;1;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;"2";"2";"NoVisitadoNungunaCiudad";2;2;2;2;2;1;1;2;;;;;;;;;;;;;2;;2;;2;;2;;2;;1;20;2;;1;21;1;21;2;;2;;2;;2;;2;;3;;1;2;7;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;2;1;5;"8";"Construir";;;1;5;11;6;1;2;;;;1
"{13536237-3F93-47B7-8F80-53F98A985CDF}";"Usme";5;1;2;8;;1;"Usme";"5";3;1;1;;"68";0;6;4;4;4;4;4;4;4;4;1;4;9;6;2;1;"7";6;1;3;1;2;2;2;2;2;1;2;1;2;2;2;2;2;1;2;2;2;"2";"2";"NoVisitadoNungunaCiudad";2;2;2;2;2;6;2;2;;;;;;;;;;;;;2;;2;;2;;2;;2;;1;8;2;;1;16;2;;2;;2;;2;;2;;2;;1;;1;2;7;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;1;1;2;1;2;2;2;1;2;"2";"Vender";;;1;55;2;6;1;2;;;;1
"{2D8CC7D8-358E-4F37-8738-870804377254}";"Usme";5;1;2;8;;1;"Usme";"5";3;1;1;;"25";0;6;4;4;4;4;4;4;4;4;1;4;9;6;2;1;"1";2;1;1;1;2;2;2;2;2;1;2;1;1;2;2;2;2;1;1;2;2;"1";"2";;1;2;2;2;2;1;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;;2;;2;;2;;2;;1;10;1;15;1;12;2;;2;;1;14;2;;2;;1;15;2;1;1;1;;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;1;2;2;1;2;2;2;2;4;"2";"Vender";;;2;;;;1;2;;;;1
"{26DD9C37-D8CD-4100-9E32-BD40E1B44A69}";"Usme";5;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;"35";4;1
"{622E964B-ADF8-4A47-9904-05EA016DEF9B}";"San Cristóbal";4;1;2;8;;1;"San Cristóbal";"4";3;1;1;;"21";0;6;4;4;4;4;4;4;4;4;1;3;5;1;3;5;"6";0;1;5;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;"2";"2";"NoVisitadoNungunaCiudad";2;2;2;2;2;1;1;2;;;;;;;;;;;;;2;;2;;2;;2;;2;;1;14;1;14;1;10;1;20;2;;1;15;2;;2;;1;20;2;1;1;1;;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;2;1;2;2;8;2;1;"1,8";"Elaborar artesanías y obras de arte";"Construir";;1;1;0;3;1;2;;;;1
"{31268DAE-0AD5-48E9-9AD8-B83C43F694FF}";"San Cristóbal";4;1;2;8;;1;"San Cristóbal";"4";3;1;1;;"29";0;6;4;4;4;4;4;4;4;4;1;3;5;1;6;5;"15";0;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;"2";"2";"NoVisitadoNungunaCiudad";2;2;2;2;2;1;1;2;;;;;;;;;;;;;2;;2;;2;;2;;2;;1;10;1;13;1;13;2;;2;;2;;2;;2;;2;;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;2;2;1;"4";"Tocar Instrumentos";;;2;;;;1;2;;;;1
"{9C70659A-41C2-4663-9AC1-01074C2DF061}";"Usme";5;1;2;8;;1;"Usme";"5";3;1;1;;"42";0;6;4;4;4;4;4;4;4;4;1;5;11;5;11;;"1";2;1;3;5;2;2;2;2;2;1;2;2;1;2;2;2;2;2;2;2;2;"2";"2";"NoVisitadoNungunaCiudad";2;2;2;2;2;1;1;2;;;;;;;;;;;;;2;;2;;2;;2;;2;;1;19;2;;2;;2;;2;;2;;2;;2;;2;;1;;2;;;1;2;1;2;2;2;2;2;2;1;1;2;2;2;2;1;2;1;1;1;1;2;2;2;2;2;2;5;;"6";"Vigilar";;;1;19;5;4;1;2;;;;1
"{2B95C5E0-FCD6-4A6B-8BEB-99E03DAF549D}";"Usme";5;1;2;8;;1;"Usme";"5";3;2;1;;"37";0;6;4;4;4;4;4;4;4;4;1;3;5;2;1;6;"15";6;1;5;1;2;2;2;2;2;1;2;1;1;2;2;2;2;1;2;2;2;"2";"2";"NoVisitadoNungunaCiudad";2;1;2;2;2;9;4;2;;;;;;;;;;;;;2;;2;;2;;2;;2;;1;15;1;18;2;;2;;2;;2;;2;;2;;2;;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;1;2;1;2;2;2;2;1;5;"2";"Vender";;;1;3;7;4;2;1;;;;1
"{7284A1B8-6869-4BF8-9F18-68D71842D427}";"San Cristóbal";4;1;2;8;;1;"San Cristóbal";"4";3;1;1;;"55";0;6;4;4;4;4;4;4;4;4;1;4;7;6;5;11;"30";0;1;5;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;"2";"2";"NoVisitadoNungunaCiudad";2;2;2;2;2;3;3;2;;;;;;;;;;;;;2;;1;2;2;;2;;2;;2;;1;;1;;2;;2;;2;;2;;2;;2;;2;1;1;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;5;"8,9";"Construir";"Reparar";;1;10;0;5;1;2;;;;1
"{21D52FAB-CCFA-4A8E-933C-E7AF5CD73C8C}";"San Cristóbal";4;1;2;8;;1;"San Cristóbal";"4";12;1;1;;"75 años o más";0;6;4;4;4;4;4;4;4;2;2;3;1;5;6;11;"2";0;1;5;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;"2";"2";"NoVisitadoNungunaCiudad";2;2;2;2;2;3;1;2;;;;;;;;;;;;;2;;2;;2;;2;;2;;1;;1;;2;;1;;2;;2;;2;;2;;2;;4;2;1;2;7;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;3;5;;"2,6";"Vender";"Vigilar";;2;;;;1;2;;;;1
"{3CF70210-52EA-4CF5-9939-539685013E33}";"Usme";5;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;"31";2;1
"{6032EF43-2431-40F6-9BBC-3A4FDC6B7218}";"Usme";5;1;2;8;;1;"Ciudad Bolívar";"19";3;1;1;;"37";0;6;4;4;4;4;4;4;4;4;1;4;8;2;11;;"1";2;1;5;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;"1";"2";;1;2;2;2;1;3;1;2;;;;;;;;;;;;;2;;2;;2;;2;;2;;1;16;1;16;1;16;1;17;2;;2;;2;;2;;2;;2;2;2;;;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;2;2;2;1;5;"2,8,9";"Vender";"Construir";"Reparar";1;5;3;6;1;2;;;;1
"{23F29E2A-F509-4C5A-A949-7650363A8222}";"Usme";5;1;2;8;;1;"Usme";"5";3;1;1;;"44";0;6;4;4;4;4;3;4;4;4;1;5;11;5;6;8;"22";1;1;1;1;1;1;2;2;2;1;2;1;2;2;2;2;1;2;1;2;2;"2";"2";"NoVisitadoNungunaCiudad";2;1;2;2;1;2;1;2;;;;;;;;;;;;;1;2;2;;2;;2;;2;;1;16;1;17;1;16;1;42;1;17;1;25;2;;2;;2;;2;2;2;;;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;2;2;1;1;1;2;5;;"2";"Vender";;;1;15;1;5;1;2;;;;1
"{F98715CC-9009-4842-A1C4-2A2F6D2DB162}";"Usme";5;1;2;1;6;1;"Usme";"5";4;1;1;;"25";0;6;4;4;4;4;4;4;4;4;1;5;11;6;11;;"5";1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;"2";"2";"NoVisitadoNungunaCiudad";2;2;1;2;1;1;1;2;;;;;;;;;;;;;2;;2;;2;;2;;2;;1;15;1;18;1;13;2;;2;;2;;2;;2;;2;;3;2;1;1;;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;1;1;2;1;1;1;2;2;1;6;"2";"Vender";;;1;2;0;4;1;2;;;;1
"{C19E2FAC-4454-43E6-A8CD-108A1C2F0DF4}";"San Cristóbal";4;1;2;8;;1;"San Cristóbal";"4";3;1;1;;"32";0;6;4;4;4;4;4;4;4;4;1;4;6;6;5;11;"4";0;1;5;1;2;2;1;2;2;1;2;2;1;2;2;2;2;2;1;2;2;"2";"2";"NoVisitadoNungunaCiudad";2;2;2;2;2;9;1;2;;;;;;;;;;;;;2;;2;;2;;2;;2;;1;;1;;1;;2;;2;;2;;2;;2;;2;;2;1;1;1;;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;3;2;1;"6,5";"Vigilar";"Hacer múltiples tareas";;2;;;;1;2;;;;1
"{BEFDEF4A-11C6-49B0-8429-E6946DB7E7C4}";"San Cristóbal";4;1;2;8;;1;"San Cristóbal";"4";3;1;1;;"25";0;6;4;4;4;4;4;4;4;4;1;5;11;6;5;11;"3";0;1;5;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;"2";"2";"NoVisitadoNungunaCiudad";2;2;2;2;2;9;4;2;;;;;;;;;;;;;2;;2;;2;;2;;2;;1;;1;;1;;2;;1;;2;;2;;2;;2;;2;1;1;2;7;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;1;5;"6,5";"Vigilar";"Hacer múltiples tareas";;2;;;;1;1;;;;1
"{37DE3B46-E5D8-48F0-9C6A-F647716445BE}";"Usme";5;1;2;8;;1;"Usme";"5";3;1;1;;"42";0;6;4;4;4;4;4;4;4;4;1;4;8;6;2;7;"0";4;1;5;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;"2";"2";"NoVisitadoNungunaCiudad";2;2;2;2;2;3;1;1;2;2;2;2;2;2;2;2;2;2;2;11;2;;2;;2;;2;;2;;1;17;1;16;1;25;2;;2;;2;;2;;2;;2;;2;1;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;1;2;2;8;1;5;"2,7";"Vender";"Cocinar";;2;;;;1;2;;;;1
"{4EA86B4E-4735-4D77-9EBA-E79C1F3DDE2D}";"Usme";5;1;2;8;;1;"Usme";"5";3;1;2;;"56";0;6;2;4;2;4;2;3;4;4;1;4;6;2;5;6;"12";6;1;3;9;2;1;2;2;2;2;2;1;1;2;2;1;2;1;2;2;2;"2";"2";"NoVisitadoNungunaCiudad";2;2;2;2;1;3;3;1;2;1;2;2;2;2;2;2;2;2;2;1;1;1;2;;2;;2;;2;;2;;2;;1;22;2;;2;;2;;2;;2;;2;;3;;1;1;;1;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;2;1;2;2;2;2;2;2;2;1;2;2;3;"6,3,2";"Vigilar";"Enseñar";"Vender";1;3;5;5;1;2;;;;1
"{060FB7A2-CB11-4B8D-95FF-09E060C26936}";"San Cristóbal";4;1;2;8;;1;"San Cristóbal";"4";3;2;2;;"51";0;6;4;4;2;3;4;4;4;4;1;5;11;6;5;11;"1";3;1;10;5;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;"2";"2";"NoVisitadoNungunaCiudad";2;2;2;1;2;3;1;2;;;;;;;;;;;;;1;2;2;;1;2;2;;2;;1;15;2;;1;43;2;;2;;2;;2;;2;;2;;1;;1;2;7;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;2;1;1;1;1;1;1;6;2;1;"5";"Hacer múltiples tareas";;;1;13;0;3;2;1;;;;1
"{0B14944E-2148-4F56-8C2A-DAD91D9AC63D}";"Usme";5;1;2;8;;1;"Usme";"5";3;1;1;;"47";0;6;4;4;4;4;4;4;4;4;1;3;5;6;5;11;"1";0;1;1;5;1;2;1;1;1;1;2;2;1;1;1;2;1;1;1;2;2;"2";"2";"NoVisitadoNungunaCiudad";2;2;2;2;2;7;1;2;;;;;;;;;;;;;2;;2;;2;;2;;2;;2;;2;;2;;2;;2;;2;;2;;2;;2;;;;1;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;9;1;2;"1,5,8";"Elaborar artesanías y obras de arte";"Hacer múltiples tareas";"Construir";1;20;0;6;1;2;;;;1
"{847A19E7-AF2E-443E-9449-43A635A5E080}";"Usme";5;1;2;8;;1;"Usme";"5";3;1;1;;"27";0;6;4;4;3;4;3;4;4;4;1;3;5;6;5;11;"9";0;1;12;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;2;2;2;"2";"2";"NoVisitadoNungunaCiudad";2;2;2;2;2;3;1;2;;;;;;;;;;;;;2;;2;;2;;2;;2;;1;12;1;12;1;12;2;;2;;2;;2;;2;;2;;2;2;1;2;7;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;1;1;2;2;2;2;2;2;1;"5";"Hacer múltiples tareas";;;1;0;3;4;2;2;;;;1
"{45A438F7-9746-436F-9914-F57433B47EF3}";"Usme";5;1;2;8;;1;"San Cristóbal";"4";3;1;1;;"39";0;6;4;4;4;4;4;4;4;4;1;4;7;5;6;3;"15";1;1;5;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;"2";"2";"NoVisitadoNungunaCiudad";2;2;2;2;1;9;4;2;;;;;;;;;;;;;2;;2;;2;;2;;2;;1;15;1;15;2;;2;;2;;2;;2;;2;;2;;2;2;2;;;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;1;2;1;2;2;8;2;5;"8";"Construir";;;2;;;;1;2;;;;1
"{9CF663BF-A748-4D42-A866-E35BFFF823EF}";"Usme";5;1;2;8;;1;"San Cristóbal";"4";3;1;1;;"29";0;6;4;4;4;4;4;4;4;4;2;1;;1;2;7;"12";1;1;1;1;1;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;"1";"2";;2;2;2;2;2;1;1;1;2;2;1;2;2;2;2;2;2;2;2;1;2;;2;;2;;2;;2;;1;12;1;12;1;12;1;12;1;12;1;12;1;12;1;12;1;12;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;2;5;"7";"Cocinar";;;2;;;;1;1;;;;1
"{3FC16FCB-069A-4704-A4C8-93FE6C78748B}";"Usme";5;1;2;8;;1;"Usme";"5";3;1;2;;"33";0;6;4;4;4;4;4;4;4;4;1;3;5;6;2;11;"0";7;1;5;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;"2";"2";"NoVisitadoNungunaCiudad";2;2;2;2;2;9;1;1;2;2;2;2;2;2;2;1;2;2;2;11;2;;2;;2;;2;;2;;1;14;1;14;1;14;1;15;2;;2;;2;;2;;2;;2;2;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;2;1;5;"5,6,1";"Hacer múltiples tareas";"Vigilar";"Elaborar artesanías y obras de arte";2;;;;1;2;;;;1
"{6D76842F-B799-41C9-AA4E-BE8F46AF0952}";"Usme";5;1;2;8;;1;"Usme";"5";12;1;2;;"40";0;6;4;4;4;4;4;4;4;4;1;4;7;5;6;11;"5";0;1;3;11;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;"2";"2";"NoVisitadoNungunaCiudad";2;2;2;2;2;3;1;2;;;;;;;;;;;;;2;;2;;2;;2;;2;;1;12;2;;2;;2;;2;;2;;2;;2;;2;;1;;2;;;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;4;1;"1,5,8";"Elaborar artesanías y obras de arte";"Hacer múltiples tareas";"Construir";1;2;0;6;1;2;;;;1
"{95AA76F7-8DAE-47D8-BA03-65B8E44FF64C}";"Usme";5;1;2;8;;1;"San Cristóbal";"4";3;1;1;;"48";0;6;4;4;4;4;4;4;4;4;1;4;8;6;2;5;"28";0;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;"2";"2";"NoVisitadoNungunaCiudad";2;2;2;2;2;9;3;1;2;2;2;2;2;2;2;1;2;2;2;10;2;;2;;2;;2;;2;;1;28;1;28;2;;2;;2;;2;;2;;2;;2;;2;1;2;;;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;1;2;2;2;2;2;2;2;2;2;1;2;"2,7";"Vender";"Cocinar";;1;0;3;3;1;2;;;;1
"{9DF26E7D-BB8A-49F0-8689-44BFD4DFCF41}";"Usme";5;1;2;8;;1;"San Cristóbal";"4";3;1;1;;"36";0;6;4;4;4;2;4;4;4;4;1;4;9;6;5;11;"17";1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;"2";"2";"NoVisitadoNungunaCiudad";2;2;2;2;2;1;1;1;2;2;2;2;1;1;2;2;2;1;2;11;2;;2;;2;;2;;2;;1;16;1;21;1;16;1;16;2;;1;16;2;;2;;2;;2;1;2;;;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;1;1;1;1;1;1;1;2;2;2;2;3;"2,4";"Vender";"Tocar Instrumentos";;1;1;6;2;1;2;;;;1
"{265DBF3E-9CDE-4C60-8F6B-9CBDAAA89E13}";"Usme";5;1;2;8;;1;"Usme";"5";3;1;1;;"34";0;6;4;4;4;4;4;4;4;4;1;3;5;6;1;11;"23";8;1;5;6;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;"1";"2";;1;2;2;2;2;1;1;1;2;2;2;2;2;2;2;2;1;2;2;1;2;;2;;2;;2;;2;;1;12;1;12;2;;2;;2;;2;;2;;2;;2;;2;2;1;2;1;2;1;2;2;2;2;2;2;2;1;1;2;2;1;2;1;2;2;2;2;1;2;2;1;2;1;8;2;3;"9";"Reparar";;;1;1;1;6;1;2;;;;1
"{599B6A07-BC9B-4F02-9757-32379D900718}";"San Cristóbal";4;1;2;8;;1;"San Cristóbal";"4";3;1;1;;"22";0;6;4;4;4;4;4;4;4;4;1;4;7;10;;;"7";0;1;9;2;1;2;1;2;2;1;2;1;1;1;2;2;1;2;2;2;2;"2";"2";"NoVisitadoNungunaCiudad";2;2;2;2;2;1;1;2;;;;;;;;;;;;;2;;2;;2;;2;;2;;1;15;1;15;1;15;1;15;1;15;2;;1;15;2;;1;15;2;5;1;1;;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;1;1;1;1;1;1;1;2;2;2;2;5;"7";"Cocinar";;;2;;;;1;2;;;;1
"{7F31274B-E170-42EB-BC6E-892FE65DB069}";"San Cristóbal";4;1;2;8;;1;"San Cristóbal";"4";3;1;1;;"36";0;6;4;4;4;4;4;4;3;3;1;5;11;6;2;11;"0";11;1;3;5;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;"2";"2";"NoVisitadoNungunaCiudad";2;2;2;2;2;9;2;2;;;;;;;;;;;;;2;;2;;2;;2;;2;;1;16;1;35;1;16;2;;2;;2;;2;;2;;2;;2;2;2;;;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;1;2;1;1;1;2;2;2;2;2;1;5;"2";"Vender";;;1;0;6;3;1;2;;;;1
"{18E9029D-C74D-4468-A6C1-8C7C7F3AAF1F}";"San Cristóbal";4;1;2;8;;1;"San Cristóbal";"4";12;1;1;;"35";0;6;4;4;4;4;4;4;4;4;1;4;6;2;6;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
"{5F564075-AF0B-4CDB-9E42-36404AAF871F}";"San Cristóbal";4;1;2;8;;1;"San Cristóbal";"4";3;1;1;;"64";0;6;2;2;3;2;3;3;4;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
"{D1DA35D1-F879-4676-A34D-1BB7A7F70140}";"San Cristóbal";4;1;2;8;;1;"San Cristóbal";"4";3;1;1;;"29";0;6;3;4;4;4;4;4;4;4;1;3;5;6;11;;"17";0;1;5;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;"2";"2";"NoVisitadoNungunaCiudad";2;2;1;2;2;2;1;1;1;2;2;2;2;2;2;2;2;2;2;1;2;;2;;2;;2;;2;;1;17;1;17;1;15;2;;2;;2;;2;;2;;2;;1;2;2;;;2;2;2;2;2;2;2;2;2;1;1;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;2;3;5;"7";"Cocinar";;;2;;;;1;2;;;;1
"{E2E4D604-148A-4867-905B-3CB60D4C4E4C}";"Usme";5;1;2;8;;1;"Usme";"5";3;1;1;;"33";0;6;4;3;3;4;4;4;4;4;1;5;11;6;5;1;"1";6;1;1;6;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;"2";"2";"NoVisitadoNungunaCiudad";2;2;2;2;2;1;1;2;;;;;;;;;;;;;2;;2;;2;;2;;2;;1;11;1;18;1;15;1;12;2;;2;;2;;2;;2;;2;2;1;2;7;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;5;3;1;"2";"Vender";;;1;2;5;6;1;2;;;;1
