"globalid","edad_menstrual","recibe_ayuda","migrante","discapacidad","orientacion_sexual","LGBTI"
"{FE170795-7E95-4A66-876A-B14344D9BD9E}",2,1,0,0,1,0
"{EA923F84-50D0-4177-A74D-8417472FB8D2}",NA,0,0,0,1,0
"{8C698641-E2AB-48C3-AC5A-AE3034A8A7D8}",NA,1,0,0,1,0
"{0DE6EAEB-5CCE-4F51-BD8F-EC0625AB2482}",NA,0,0,1,1,0
"{4DE82932-7427-4EDB-99DE-C1D5A4A1E5D8}",NA,0,1,0,1,0
"{4D668D6E-693F-4811-BBEB-337E60E8EFE1}",NA,1,0,0,2,1
"{BFC9E4FF-7E73-4E63-AE68-451374C13CC0}",NA,0,0,0,1,0
"{B89E72F7-F57E-4B2B-862D-BED66BB5F9F8}",NA,NA,NA,NA,NA,NA
"{1A2A52D4-9263-4EE0-AB73-4D874250FAAC}",NA,1,0,1,1,0
"{DD6C06CF-5FD0-471F-9AE4-DC89EB02EDC8}",NA,1,0,1,1,0
"{72CFA28B-AEB0-430A-8E29-8B3E8013D5BA}",NA,1,1,0,1,0
"{B1578110-5C5F-4129-B2E1-935C3FC8F0CD}",NA,NA,NA,NA,NA,NA
"{EB9D42B7-BDC5-4E09-8092-D49382416B9B}",NA,0,0,0,1,0
"{73BD6626-FAC4-4256-B2CD-ADEBA460A534}",NA,1,0,1,1,0
"{80A477AB-A663-4640-A5EA-69F650E10C57}",NA,1,1,1,1,0
"{38881B42-308C-4EAD-9C5C-665959EF0969}",NA,1,1,1,1,0
"{DC07BFFC-14E8-409F-8C9C-996D8D754897}",1,NA,NA,NA,NA,NA
"{A14E07C0-2351-4F4D-BC51-0F2A9EB18C7D}",NA,0,0,1,1,0
"{EF42A915-9E52-43F9-ABCC-DFE187680A4D}",NA,0,0,0,1,0
"{64078D90-B40B-4ECD-9E9C-7D5CC9CF67C6}",NA,NA,NA,NA,NA,NA
"{D4C74EBE-4266-4A6D-8DA2-ADB5BA238FBD}",NA,0,0,0,1,0
"{D631EB1D-CC6F-4002-8218-6FC224EFA0EA}",NA,1,0,0,1,0
"{E32F9506-0044-4CDF-9F4B-69EF6FF60F4A}",NA,0,0,0,1,0
"{4CC8AF58-3032-4962-8337-F17B5ED30B1F}",NA,0,0,0,1,0
"{CDB45347-8202-4FB7-B343-B3A0E8343D25}",NA,0,0,0,1,0
"{35FD8500-5962-4A29-8C44-482CE18EC05E}",NA,NA,NA,NA,NA,NA
"{B15BF920-546E-4FBC-93A9-C28167936550}",NA,1,0,1,1,0
"{35586000-BA7C-40E9-A74C-72ADEA2D7891}",NA,0,0,0,1,0
"{A6C00FCB-3D9D-4F49-A3BD-E4972529430E}",1,1,0,0,1,0
"{41F6FEBF-D62C-4D44-8A59-F4CDABA1DC07}",NA,1,0,0,1,0
"{141A3013-C80C-4A97-AF6F-043115FF0FD9}",1,NA,NA,NA,NA,NA
"{23A5A04D-193B-4424-B33D-803017EC5E56}",NA,NA,NA,NA,NA,NA
"{28285F4B-AD73-43D8-867E-CA62A548CA89}",NA,0,0,0,2,1
"{2EAC9274-D26A-4A24-9322-92FE572B8EF4}",NA,NA,NA,NA,NA,NA
"{12C4AE97-CB17-44A6-B9A3-1684DCE0E320}",NA,1,0,0,1,0
"{C3F71786-68CD-407E-902D-5F861B4E7F0E}",NA,0,0,0,1,0
"{E151CF30-1937-4ED6-AFFD-9FA2821ECDE9}",NA,0,0,0,1,0
"{1016881A-4739-4421-8656-25CB706EDA86}",NA,1,0,0,1,0
"{B4CE0F00-1270-40FA-B115-C099CB2955A0}",NA,1,0,0,1,0
"{E5288E5E-282E-49B1-B034-02A812CA8642}",NA,1,0,0,1,0
"{6F7395FE-3AB1-4064-BDFC-B7F4680CB624}",NA,NA,NA,NA,NA,NA
"{E7263835-50F9-43AD-B3F8-059BA8A3AF0F}",NA,NA,NA,NA,NA,NA
"{57D08EFE-163D-49EE-9F40-A3D531E12742}",NA,NA,NA,NA,NA,NA
"{78695112-B9C8-458E-8068-2324E221B2F4}",NA,NA,NA,NA,NA,NA
"{564A9FBB-493B-45D4-851B-1B7808711540}",NA,1,0,0,1,0
"{6A3D607C-15D3-4131-8AEF-1FC63E6F015B}",NA,1,0,0,4,1
"{F97108FD-7868-47F5-B650-C3F77C8D4F03}",NA,0,0,0,1,0
"{3DA2848D-E627-4B47-A78A-1AE5C67AFAE7}",NA,1,0,0,1,0
"{083BA8D9-017E-4CD9-9B86-9552815962FA}",NA,1,0,0,1,0
"{1969C188-3A81-46CD-B2A3-01D49E35D826}",NA,1,0,0,1,0
"{6F3628E0-096D-4C43-8B5B-7343AABE91A2}",NA,1,0,0,1,0
"{1951D353-A3CB-4562-8F40-EFEC784A8D2E}",NA,0,0,0,1,0
"{E7AE774D-84ED-4760-9B01-386FB9D316CF}",NA,0,0,0,1,0
"{5FC5A004-3FBB-4CBD-993F-5AE1E8779227}",NA,1,0,0,1,0
"{FEACEF73-3149-4B11-864E-77A6D90E1091}",NA,0,0,0,1,0
"{D774306D-4A96-43E0-8E47-5898D88FF38C}",NA,1,0,0,1,0
"{5B94DD70-DF83-45E0-BF77-3EADA6743E62}",NA,0,0,0,1,0
"{4F81D7C0-C43A-46E6-9A42-1804AEA1BA83}",NA,NA,NA,NA,NA,NA
"{B790A427-3BE5-468E-B8F5-71E72ED9C532}",NA,1,0,0,1,0
"{E7CA1CCE-F3AC-4C0B-A6D2-C9421A2E4E1B}",NA,0,0,1,1,0
"{25377AB5-7102-4DB6-A70E-FD44E69D8944}",NA,1,1,0,1,0
"{F2ECE77E-118B-4502-919C-F114A67A4B72}",NA,1,0,0,1,0
"{3D1875E9-D8FB-46A4-9690-7F6D548BDD3C}",NA,0,0,0,1,0
"{376D49B6-C67F-451F-BF49-EA63E6CD2984}",NA,0,0,0,1,0
"{CBCE9B1D-79ED-4A8C-B02A-FA1AECC34850}",NA,0,0,0,1,0
"{A34614A5-700F-4987-AF9C-365A40F6B100}",NA,0,0,0,1,0
"{7E5DB157-511F-4932-9A97-E9DC02B5C265}",1,NA,NA,NA,NA,NA
"{E0FB74AF-CA1B-4CCE-B147-4C1831FF225E}",NA,0,0,0,1,0
"{A9A0A702-9D14-409C-BF63-826058F0E12A}",NA,0,0,0,1,0
"{C756F642-928D-408F-8DB6-64B8BE8BAA13}",NA,1,0,0,4,1
"{3893D649-96F2-460E-B895-AE132D33CDEF}",NA,1,0,0,1,0
"{19EBFF15-CB10-4495-BC1C-9E9B9DA43CB3}",NA,0,1,0,1,0
"{C6172FAB-6577-464E-BC45-D587274E9B57}",NA,1,0,0,1,0
"{9EC9882F-0B8D-4610-91D9-59A332A4CFE4}",NA,NA,NA,NA,NA,NA
"{84D7AEDC-FDF7-4A1C-B50B-186BF0312534}",NA,NA,NA,NA,NA,NA
"{33279A8D-EB74-4371-AE6D-22447427B711}",NA,NA,NA,NA,NA,NA
"{5E289B47-A447-4A81-A60E-9B02DC98AF0E}",NA,0,0,1,2,1
"{7161C6E2-86D3-416B-A448-106ADCE7A6C2}",NA,0,0,1,1,0
"{A8AD5013-4B3C-467A-8B40-08462CA9DC24}",NA,0,0,1,1,0
"{5D53BAB3-2F91-4ACF-8DFE-EC9D72441DEE}",NA,1,0,0,1,0
"{DA2DD978-4873-476E-81F0-259309877608}",NA,1,0,0,6,1
"{2C808360-E89C-4C6C-8065-EFEE0E067355}",NA,1,0,1,1,0
"{63DD8A85-A5CE-4C6C-AE85-96302C9C2790}",NA,1,0,1,1,0
"{473DC88A-7DD1-4195-9988-F2AA5106A9FB}",NA,1,1,0,1,0
"{94C6B319-B956-43CF-BABB-FA99487BEF4E}",NA,1,0,0,1,0
"{2EC488A9-F994-4E7E-8B6D-B1F3481961A3}",1,1,0,0,1,0
"{E2B2DD30-0BCB-4E47-9994-02A49FE1553D}",NA,0,0,0,1,0
"{6CD51F3E-F401-447A-BB91-121A91C20ADF}",NA,NA,NA,NA,NA,NA
"{2707C597-41AC-4D6E-B9DC-D152A43FC644}",NA,NA,0,0,7,0
"{54AA717E-70D8-4207-AEE5-2E92A20D3F03}",NA,1,0,0,1,0
"{7BC40395-481B-4D2E-9C2F-A240D73DACA1}",NA,1,1,0,1,0
"{928BE820-131B-492C-B179-F178CFE1D818}",NA,0,0,1,1,0
"{E7A4CF67-3452-4817-A226-3A3FC9BE427F}",NA,1,0,1,1,0
"{7DC2FDE1-F91B-42F3-A1A8-A457BCFB9CE6}",NA,0,1,0,1,0
"{E1FF263A-1818-4DB8-A931-60C3776EA0F9}",NA,0,0,1,1,0
"{ABB1F93B-292A-466C-B66B-FC5E97E28680}",NA,0,0,0,1,0
"{36816A60-C171-4891-B6DD-F7C668DD1E8A}",NA,NA,NA,NA,NA,NA
"{D28D9F14-526B-4232-87AE-9E969BEEC609}",NA,1,0,0,1,0
"{06DC85C1-59E0-495A-8B34-515F0C674CB0}",NA,0,0,0,1,0
"{4352ED09-D0D2-48A5-86EB-2D646D1108AA}",NA,1,0,0,1,0
"{6DEF8770-0CC1-4DEA-B196-5A308E98FA8D}",NA,1,0,0,1,0
"{ECE4F454-B072-414A-A5BB-5A737289F05A}",NA,1,0,0,1,0
"{E5C34402-FFD1-424C-8C5B-B35065CB7881}",NA,1,0,0,1,0
"{A2172C54-3D36-4C91-995F-641BA0AA91B1}",NA,NA,NA,NA,NA,NA
"{7B22733B-DD84-4932-BE29-EA437F385911}",NA,0,0,0,1,0
"{FDB29518-059E-40E4-BA6F-EB06279A2D75}",NA,1,1,0,7,0
"{855156F5-9EA9-414E-8266-3FF5BB308CAD}",NA,NA,NA,NA,NA,NA
"{2BE461D4-66CE-428E-8274-B50E9F32950F}",NA,1,1,0,1,0
"{DFBCB18D-F3E2-403C-B107-856EF8532AFD}",NA,0,0,1,1,0
"{CC1B786E-31E5-4610-B8FA-7078FEABD219}",NA,1,1,0,1,0
"{A9B99C8F-32EC-405C-B330-3193D1C2B48D}",NA,NA,NA,NA,NA,NA
"{F413B2BC-B8FC-4EC2-91A6-CC7B46109740}",NA,0,0,0,4,1
"{F3E163BF-640B-4AE0-9079-52A14A8B37C5}",NA,0,0,0,1,0
"{614D9717-1A0F-448A-9209-FFF707ABF752}",NA,NA,NA,NA,NA,NA
"{8485F7F7-E4A2-46D5-9324-4DCC4D35BED5}",NA,0,0,0,1,0
"{55F95FDD-C1E9-4ECB-A742-8997710FE0EB}",NA,NA,NA,NA,NA,NA
"{073299AE-39CD-4AB2-80A7-74AB80AC4D15}",NA,0,1,0,1,0
"{DFED05E2-6FBA-4394-BFEF-FE099F8218FD}",NA,NA,NA,NA,NA,NA
"{89871114-568B-4DDE-8D51-6C4FE5F5CB4B}",1,NA,NA,NA,NA,NA
"{C8B3AFDD-9943-4D29-9EEE-E9712F9D5516}",NA,NA,NA,NA,NA,NA
"{4D443919-2242-4F7F-8D90-4FA48C46EDF2}",NA,NA,NA,NA,NA,NA
"{5E5C99D9-356F-4B28-B541-EFD4D93B24CB}",NA,0,0,0,1,0
"{20968430-4F86-4839-8816-80C6A3245AA6}",NA,0,0,0,1,0
"{1DEBA428-6A60-49B9-B7F9-C290AE6FBED9}",NA,1,1,0,1,0
"{A7CE5E1B-971A-4085-8FDB-87CF21D3B8D7}",NA,1,0,0,2,1
"{D91D5778-3778-4FCD-98B1-F212E3D2DED7}",NA,0,0,0,2,1
"{4ACBE30E-FE7E-4C3A-8C94-B2803F1EDC7D}",NA,1,0,0,2,1
"{44BE69A4-07FD-4095-AD33-EC54C595BDC9}",NA,1,0,0,1,0
"{87DE3CBF-B4B1-48F5-9C80-C1D579F82547}",NA,NA,NA,NA,NA,NA
"{0238B6D7-070C-4231-8F4B-A622B942C275}",NA,1,1,0,1,0
"{28406D29-D318-4480-9FFC-15608145BB95}",1,1,0,0,1,0
"{177B5C16-1252-4156-A3A8-3333FCA73507}",NA,1,0,0,1,0
"{0703A450-58B4-430E-8CD0-067DD27319D9}",NA,0,0,0,1,0
"{BAD105EA-81BD-4B53-8801-06F8174B62D0}",NA,0,1,0,1,0
"{0EC1D54F-7677-466A-AD97-39F7355123C4}",1,NA,NA,NA,NA,NA
"{02E264AC-4B94-4491-B3F6-FD94BFFC7F9A}",1,NA,NA,NA,NA,NA
"{E938BE16-BECF-40F6-B6C3-61786CBED09E}",NA,0,0,1,4,1
"{5131F2AD-BF20-4CB0-85CD-7DA85AEB3672}",NA,NA,NA,NA,NA,NA
"{FAC63EAB-F3D8-4C3D-8BB6-FFB15A78A440}",NA,0,1,0,1,0
"{6585940F-CAA0-4D69-AEB7-B8E72D0B8E95}",NA,1,0,0,1,0
"{E1C0DDA2-A061-4BEE-AD57-62446B812F4A}",NA,0,1,0,1,0
"{A93DA853-0338-4F7D-B578-EDE5E42A3705}",NA,1,0,0,1,0
"{9F50E954-D10A-4C4C-AF71-3DD74C391871}",NA,1,0,0,1,0
"{7B23B71C-56E6-4BBD-986D-E16607F08AE6}",NA,0,0,0,1,0
"{02927BE7-D1F3-4E28-9016-1DF81BFD79CD}",NA,0,0,0,1,0
"{E6CF16A1-E5B2-430C-A6AE-735E41B29C1B}",NA,0,0,0,1,0
"{EEF6FB9A-9B63-48CE-BE06-68682D2EEA85}",NA,0,0,0,1,0
"{A8EA97E2-E59C-489F-BDB4-F266A6395DF5}",NA,0,0,0,1,0
"{92ACC08E-CC97-4993-B61E-39C65A61FD97}",NA,1,1,0,1,0
"{AA2244FE-ED32-45B7-9880-E241701550AA}",NA,0,0,0,1,0
"{8519D932-276B-496A-8695-C0CCA8CE004D}",NA,1,0,0,1,0
"{9E4A9CC3-54A4-47F6-822B-094088B5490D}",2,1,0,0,1,0
"{B120734D-48DB-4A78-9C1B-6400A13F3E86}",NA,1,0,0,1,0
"{3A715436-05EC-428F-84B0-574B2793F4C8}",NA,1,0,1,1,0
"{145EED4C-57CC-4522-8BD7-167116D60374}",NA,0,0,0,1,0
"{7423D5A1-28AF-4A85-9671-CA63798CF95C}",NA,0,1,0,1,0
"{39F67C9B-553A-4417-A053-7EF8BC0B9220}",NA,NA,NA,NA,NA,NA
"{F6F3D4AF-6692-4C04-9056-361A8991FCFB}",NA,NA,NA,NA,NA,NA
"{402E78F5-0B80-493C-BCB0-B7F52E403267}",NA,1,0,1,1,0
"{5E5772F3-4D7F-42E2-9EF2-13F4D887F5F8}",NA,1,0,0,1,0
"{3AB3B3C8-99E5-40A8-AB37-27B114A31267}",NA,1,1,0,1,0
"{88A14668-77B5-4A74-8C7B-A4212C1B6E73}",NA,NA,NA,NA,NA,NA
"{452DE745-4B09-465C-8040-9E0928AFA04A}",NA,1,0,1,1,0
"{08367F49-E24D-4475-B2A0-AF0773B23703}",NA,NA,NA,NA,NA,NA
"{4F5E4FC2-4078-48D9-AC60-0C1B95DEB2C7}",NA,0,1,1,1,0
"{32961816-5264-43DD-9CC9-B75DDF5A8C58}",NA,0,0,0,1,0
"{CE867A11-52A2-4399-B550-B8123D31AA4B}",NA,0,0,0,1,0
"{7CF2D6D4-D5AC-4179-941A-080197D89CD1}",NA,0,0,0,1,0
"{52BC9FB3-D53A-4EDD-85F9-CA573C6A44BE}",NA,NA,NA,NA,NA,NA
"{BF439F76-3375-4F45-B5E2-2D745D067D8E}",NA,0,1,0,1,0
"{4320EE0C-B446-4621-8894-226570FB9A31}",NA,1,1,0,1,0
"{36532C7E-2059-4BCC-9A1D-29B8AD2F4D39}",NA,NA,NA,NA,NA,NA
"{DCAC954D-72CF-489F-A132-1D35D611551A}",NA,NA,NA,NA,NA,NA
"{028D0CF8-4954-44D6-8F06-D2D34327212B}",NA,NA,NA,NA,NA,NA
"{59F01933-9660-476C-A03F-F73EA3A1C508}",NA,0,0,0,1,0
"{CF490773-9187-421A-9609-B97A6B4E1B45}",NA,NA,NA,NA,NA,NA
"{51761728-2074-44BC-AF6B-FE6BB101EB03}",NA,NA,NA,NA,NA,NA
"{0B6AA093-FBFB-40F5-A7EE-20F6A25A8056}",NA,NA,NA,NA,NA,NA
"{C2CAFD1F-C1FC-4B84-8FD9-8F1CFECBD0C2}",NA,1,0,0,1,0
"{8EC1DDB7-EEBA-4D56-8E85-2405AC8CF769}",NA,1,0,0,1,0
"{0FBFA4B4-61EC-4D23-AFB8-B8554E3D5064}",NA,NA,NA,NA,NA,NA
"{8AA01644-1365-4DAC-A839-EFAADC3C3322}",NA,1,0,0,1,0
"{46E5C425-8741-4163-ACE2-2CE8890F6816}",NA,1,0,0,1,0
"{70D92490-302A-4B73-8E63-FC2F8C81CCE3}",NA,0,0,0,1,0
"{D9EBB22A-F088-4773-8014-BB746C309735}",NA,1,0,0,1,0
"{5370E312-E931-449C-B8F0-5CCF562BCF84}",1,0,0,0,1,0
"{247FE80D-590C-410A-8DBE-7539DF9E4A89}",NA,1,0,0,1,0
"{6AE647CC-7567-4D74-8F2C-99CCFDC229FF}",NA,0,0,0,1,0
"{9234244E-318C-48EE-ACA0-F14306E29443}",NA,NA,NA,NA,NA,NA
"{DFFA98C0-51B0-4B3E-A932-07E43F9C410A}",NA,NA,NA,NA,NA,NA
"{4BBA863A-1A9A-44E2-9E00-A3B0FBD84603}",NA,1,0,0,1,0
"{BBDB8DA7-4E49-4EFA-9632-468D14615F3E}",NA,1,0,0,1,0
"{930FA805-E52B-4AB1-A7FE-1159AC97106C}",NA,1,0,0,1,0
"{EA97F057-8101-4028-9ACE-859063C4DD7C}",NA,1,1,0,1,0
"{056684B2-21C6-4784-A604-DBB0CAC20C9B}",NA,0,1,0,1,0
"{4AC79BB1-2358-4042-AAA9-5DAF9C9F95B3}",NA,1,0,0,1,0
"{2B23DAC6-67D4-4E9C-9DA9-87DCD9F2226E}",NA,0,0,0,1,0
"{E08BB614-18B7-42E7-BCF0-7550A8819CAD}",NA,0,0,0,1,0
"{00830927-F3EB-4CB5-BD15-B49602013C7F}",NA,1,0,0,1,0
"{F07A1C04-DBA3-48AE-9770-7F033AE52EBA}",NA,1,0,1,1,0
"{D69B63B6-113A-40F5-B77A-503D76EA83D4}",NA,NA,NA,NA,NA,NA
"{FC9EFC62-B166-45EA-9147-4751DFE351AC}",NA,1,0,0,1,0
"{07C59344-D55A-4928-82D0-80EC71FBFF26}",1,1,0,1,1,0
"{252FDEAD-3DD2-4F3A-B72D-701738225CC9}",NA,0,0,1,1,0
"{9C819295-5501-4E73-9D05-69609A689BA2}",NA,0,1,0,1,0
"{1AA6B089-A538-4765-BA27-762870236D2C}",NA,1,1,0,1,0
"{B0FCDE5D-9B09-4C91-A229-2EB0649FFF96}",NA,1,0,0,1,0
"{3F2EAD30-7211-4D9F-9877-84C790197180}",1,1,0,0,1,0
"{E6786C48-264B-4A6C-937B-D08DEA0FBA4D}",NA,0,0,0,1,0
"{9EA5830F-D57F-4FB7-BD6E-C8F75C331831}",NA,1,0,1,1,0
"{A5B3E9E0-6F6B-437A-9CAA-B009C1277DF4}",NA,0,0,0,1,0
"{166F70AD-6388-4D7B-B8E6-3BE3643C0A10}",2,1,0,0,1,0
"{A97C9C1C-23BC-42B4-9788-3227909741D8}",NA,NA,0,0,1,0
"{DE3BCA60-456D-473E-B713-CFCA574DF9FD}",NA,1,0,0,1,0
"{9A30708D-650B-41E4-AE77-1E6A31C69588}",NA,1,0,0,1,0
"{88091638-04C1-4C99-B19E-52BF428C05F2}",1,0,0,0,1,0
"{32144281-DD87-4AAA-9401-B96B7E3D48C6}",NA,NA,0,1,7,0
"{D723AB50-5B76-40DC-88D0-EC5087F9073B}",NA,1,0,0,1,0
"{29F4D0AD-2529-4C5B-BABC-759D9330ED42}",NA,0,1,0,2,1
"{97A9279C-0236-487C-AE24-EEB9579631D6}",1,0,0,1,1,0
"{80E7BCF4-8437-45ED-B1BE-E6954AA3F3C5}",NA,0,0,0,1,0
"{C7C49B12-CBC3-4DDD-854B-6F78FFC7FA65}",NA,0,0,0,1,0
"{79ABEF97-9E91-4C20-86C4-F48668DD4F24}",NA,1,0,0,1,0
"{EA47D86E-0C21-400B-80C7-D8F9C264EC12}",NA,1,0,0,2,1
"{E742EF50-9553-4214-8B46-3AC12B2C6E62}",NA,0,1,0,1,0
"{2127CB94-AC64-49A6-85A7-A809C6B7DE62}",NA,1,0,0,1,0
"{493A05E5-AE4E-403E-9E19-0112E24AEFD8}",1,1,0,1,3,1
"{7E9023B0-75B3-4EC3-9379-2D9BB7454815}",NA,0,0,0,7,0
"{253A6464-B102-4C5E-BA71-AF8964EACC37}",NA,1,0,0,1,0
"{B63FC380-862D-417F-9686-F87B2121F9B8}",1,1,0,0,1,0
"{FBE5CD22-77A7-4AA7-94FB-D946F340FD9B}",1,1,0,1,1,0
"{84B8F3C2-EE02-4089-BFC6-AF4EAEC1517B}",NA,0,0,0,1,0
"{096421AA-EA4F-4B83-94B9-97FA660623F8}",NA,0,0,0,1,0
"{E6F26610-879B-4C4B-9DA4-ACD14A28A4C9}",NA,0,0,0,1,0
"{E81F1A1D-6FEA-4870-95CD-61DBC06B25CC}",NA,0,0,0,1,0
"{768001F2-2988-47FB-B72D-8E043523E95B}",NA,1,1,0,1,0
"{6A721A14-B396-421E-A36B-8C4EDE937FED}",1,NA,NA,NA,NA,NA
"{BD06886E-6279-4A5B-9CC6-B4A9F050834F}",NA,1,0,0,1,0
"{CB112431-6A0F-4CF6-8189-484BD1EF460D}",NA,NA,NA,NA,NA,NA
"{D005B8D0-B735-4C52-B02C-A746B4C82346}",NA,0,0,0,1,0
"{7645E894-D1D6-49AE-AF58-DE834E596A0F}",1,0,1,0,1,0
"{FB5B58F0-143B-49B8-ACAD-77D679456D6E}",NA,0,0,0,1,0
"{65B2B2D9-A589-41A0-A28D-240E36DC8FDE}",NA,0,0,0,1,0
"{9D8AF8EF-7A84-49D6-89BD-52F250B539D2}",NA,0,0,0,1,0
"{F8611780-5406-4D88-918D-F5777B683FBE}",NA,NA,NA,NA,NA,NA
"{F97AE7DA-EBA5-4076-8767-0861B4E1FE6E}",NA,0,0,0,1,0
"{E5D319BE-C8C1-4236-9613-961FB237B678}",NA,0,0,0,1,0
"{D6073CB9-8699-4669-863A-9B6B39518408}",NA,0,1,0,1,0
"{6A52CDFB-996E-42DD-8CB4-80AB0AE021B1}",NA,0,0,0,1,0
"{56609F46-DFC8-4741-B5F1-1D3ECCFF984B}",NA,NA,NA,NA,NA,NA
"{D59A2530-0A01-490F-8930-F0246E8C8EEB}",NA,0,1,0,1,0
"{AF1AAE1F-EBFF-4491-9464-BA5E5964E6C9}",NA,NA,NA,NA,NA,NA
"{3969EAAD-E8EF-4890-9677-9A20D8DADE9C}",NA,NA,NA,NA,NA,NA
"{8B829B4B-107B-4C82-9864-C6C7DB2913DE}",NA,1,0,0,1,0
"{2B25F6C3-5571-40D4-9057-D8016AAC733D}",NA,NA,NA,NA,NA,NA
"{B18BDB70-79A2-4DF7-8D35-C1F5D24C3FE7}",NA,1,0,1,1,0
"{25AD3744-3566-4ED3-AD5C-E535580AA26A}",NA,0,0,1,1,0
"{EAD00386-8E28-4B31-90D6-D5F084E5D160}",NA,1,0,1,1,0
"{9C1EAE43-9E45-41B2-B1E8-172C4365DB03}",NA,1,0,1,4,1
"{96C7D768-A664-4307-B47F-7CC6FF693542}",NA,1,0,1,2,1
"{E64E6B93-1F55-48A8-9485-3C35DC9A7F49}",NA,0,0,1,2,1
"{0D6B66DA-99EF-4438-9F8A-B8C993112D85}",NA,1,0,0,7,0
"{A04BDE06-1D03-41A9-8681-690343B52E4F}",NA,1,0,0,1,0
"{BBC099F6-4A0B-4EF6-8431-9FDB2F321796}",NA,1,0,0,1,0
"{89B7E384-81CA-41C7-8F4B-FCE235490068}",NA,1,0,0,1,0
"{489BDEF6-3DD0-45E9-98E1-F88CD6C56ED6}",NA,1,0,0,1,0
"{06A492BC-7254-4BA0-A65C-72F946DCE8F4}",NA,1,1,0,1,0
"{58D2617D-E551-4A36-941B-7A006C0F41CA}",NA,0,0,0,2,1
"{4F3B772A-57AE-4FE2-9E33-F9C60EB031FC}",NA,1,0,0,1,0
"{59D34607-A1EB-47E9-A3C4-46D8EABAE9E0}",NA,1,0,1,1,0
"{57A276E3-70B8-4A1A-9967-B4504985D4C4}",NA,1,0,1,1,0
"{89023C5D-6452-4A72-8D69-94654B5E966A}",NA,1,0,1,1,0
"{757F02F9-F8DB-422F-86C0-469465713987}",NA,NA,NA,NA,NA,NA
"{F08E1795-DD65-43F0-A75E-F4917C02B371}",NA,0,0,0,1,0
"{9A3E5EBE-880A-4710-A258-8E4A9178A19D}",NA,0,0,0,1,0
"{BD7AB8F0-ACC0-4C29-87B7-24576D2741DE}",NA,0,0,0,1,0
"{75579CA5-C019-4F42-8D9F-D33036112782}",NA,1,0,1,1,0
"{B2B0A68C-C51E-4E36-B5E9-D24040383747}",NA,1,0,0,1,0
"{F78513A2-A06A-4F48-9F88-76F5DBACF46A}",NA,1,0,0,1,0
"{336F76CA-90A6-496B-A22C-95C038537F54}",2,1,0,0,3,1
"{B2BAD7C9-63E6-4A39-AEF3-CCB0698669F7}",NA,0,0,0,1,0
"{01B3BC71-2D52-412D-8DE8-C9E24EA137BA}",NA,1,0,0,1,0
"{C3FA7EC2-E865-46FC-A520-380B41AFCF7D}",NA,0,0,0,1,0
"{D89F7BC5-691C-4CAA-BD26-8A44DF193775}",NA,0,0,0,1,0
"{4CCB9687-C17D-4DA3-961E-6850CFB465E5}",1,0,0,0,1,0
"{BB27871A-8FE0-4FE1-88D9-2E9B410DBC13}",NA,1,0,1,1,0
"{E0C09E67-42B2-481B-9F71-3FF5EF6B3460}",NA,1,0,0,7,0
"{F619B044-D9AB-48C0-AE33-929D6C3DC39D}",NA,NA,NA,NA,NA,NA
"{4EF799CE-63F8-4788-8A3A-C9F9CC897F1A}",NA,1,0,0,1,0
"{17129436-658C-46CC-8CCF-59E1748EF13F}",NA,1,0,0,7,0
"{AC8E469F-5B6F-4673-8FA8-53E60F474D95}",NA,1,0,0,1,0
"{D7F7B167-DC53-433F-9288-5B0738CCD69A}",NA,NA,NA,NA,NA,NA
"{6F627ACA-1062-45CB-9CAB-F6391D43469A}",NA,0,0,0,1,0
"{4495C34E-9FE2-4D2D-ACAA-3A4AE1C5D22D}",NA,0,0,1,1,0
"{8D7C78F4-64C0-4534-A436-5BDD9116402E}",NA,1,0,0,1,0
"{214D45DE-831E-4737-B44A-830141291990}",NA,NA,NA,NA,NA,NA
"{8BEB652C-2686-42BE-ACBB-165E740ABB51}",NA,0,0,0,1,0
"{9219F7C6-AABC-4B4A-9C58-BDF4C80FB90C}",NA,NA,NA,NA,NA,NA
"{455C2F05-BE33-4D15-9FC8-CB841761ACD2}",NA,NA,NA,NA,NA,NA
"{17052CA1-39A9-4895-8D1B-A6654C29D8EF}",NA,NA,NA,NA,NA,NA
"{7C2C8C10-6C8C-4655-A4F3-A92B3062848F}",NA,0,0,0,1,0
"{7A9C9740-710F-4023-B83F-C627FD368BB4}",NA,NA,NA,NA,NA,NA
"{CC5B178E-397D-4C76-A376-201A27B2B3B5}",NA,NA,NA,NA,NA,NA
"{1998A6C6-2213-4A30-9183-51BFB9F8043E}",NA,NA,NA,NA,NA,NA
"{D1762D58-55C7-41C5-95A5-876BFBECE9A1}",NA,0,0,0,1,0
"{97BCD9E4-D938-4526-85C7-EF55587FAA97}",1,1,0,1,1,0
"{4068D4BF-24C7-466C-9E77-DF7F63E83473}",NA,0,0,0,1,0
"{E6C3F821-2F59-4AC6-91C9-3982270F71AE}",NA,NA,NA,NA,NA,NA
"{4786FA95-4677-4B04-9991-2631A1EEC1C8}",2,0,0,1,1,0
"{D2A47713-ECBC-4EBD-83DC-FEEED567C952}",NA,1,0,0,7,0
"{BBA5C64C-E4CC-41E8-9916-5482026148F8}",NA,NA,NA,NA,NA,NA
"{B94647A2-3DFE-45DD-83F5-7DE3B4D96AA7}",NA,1,0,0,1,0
